TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.06308298,7.720138,0.5063948,39.30112,12862.31,False,0.5354913,1495.553,13,0,0,0,0
2,Pattern10,155,0.01855917,26.24089,0.4903117,37.79944,4407.39,False,0.4900627,849.0707,7,0,0,0,0
3,Pattern2,16,0.6026782,0.7034193,0.2896796,21.60154,26555.51,False,0.1113385,5128.003,41,0,0,0,0
4,Pattern6,96,0.335845,0.3315176,0.09643698,6.926258,80554.02,False,0.0827726,8168.386,21,0,0,0,0
5,Pattern5,64,0.1626549,0.684507,0.07021107,5.038624,33028.43,False,0.05092153,4062.421,17,0,0,0,0
6,Pattern7,112,0.3676679,0.5997531,0.1636971,11.82758,33495.82,False,0.143498,5516.431,17,0,0,0,0
7,Pattern3,32,0.243575,1.33589,0.3075297,22.62484,26797.08,False,0.2770166,3817.928,27,0,0,0,0
8,Pattern4,48,0.3724851,0.5919967,0.1272356,9.206622,30129.21,False,0.146496,5558.003,21,0,0,0,0
9,Pattern9,144,0.2479998,1.709419,0.3731212,27.94894,12373.31,False,0.2601222,2641.573,27,0,0,0,0
10,Pattern8,128,0.005699004,57.09584,0.3232449,23.83214,4745.715,False,0.3208856,458.4667,5,0,0,0,0
