TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.4362683,0.2548548,0.2466833,18.37213,13908.48,False,0.5071393,2205.803,50,0,0,0,0
2,Pattern10,155,0.5310192,0.9166133,0.3075601,23.10208,28645.2,True,0.01360236,3652.298,57,0,0,0,0
3,Pattern9,144,0.2673845,1.58549,0.3401536,25.339,146510.7,False,0.1979138,13915.64,40,0,0,0,0
4,Pattern7,112,0.3091007,0.713392,0.1178477,8.513609,46175.75,False,0.08605859,5450.653,39,0,0,0,0
5,Pattern2,16,0.3391402,1.25003,0.3527786,26.31021,19428.71,False,0.1889013,3755.007,36,0,0,0,0
6,Pattern1,5,0.6754016,0.7210662,0.2356535,17.72969,27894.03,True,0.03489552,5678.197,43,0,0,0,0
7,Pattern8,128,0.3416121,0.9524195,0.3039306,22.37315,23070.22,False,0.2422883,3857.723,49,0,0,0,0
8,Pattern3,32,0.6308473,0.5157974,0.2424718,17.80423,37980.18,False,0.2205099,4753.781,44,0,0,0,0
9,Pattern6,96,0.1981195,0.5471579,0.06953145,4.989369,92806.43,False,0.05095037,8930.806,26,0,0,0,0
10,Pattern4,48,0.3327315,0.6627263,0.1216861,8.822574,27893.97,True,0.02247883,3663.423,47,0,0,0,0
