TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.4326725,0.8811412,0.239878,17.81627,14352.29,True,0.03489552,3232.872,16,0,0,0,0
2,Pattern9,144,0.3913141,1.083364,0.3162488,23.76881,24835.91,False,0.0919989,4763.264,19,0,0,0,0
3,Pattern6,96,0.07280049,1.690496,0.1043324,7.497587,105827.2,False,0.05029017,9721.023,18,0,0,0,0
4,Pattern8,128,0.2696489,1.206715,0.2107202,15.41554,9863.376,False,0.07317723,2308.711,39,0,0,0,0
5,Pattern7,112,0.3095896,0.7086282,0.2488607,18.169,6422.887,False,0.1728832,1903.198,38,0,0,0,0
6,Pattern2,16,0.2722261,1.557292,0.3468948,25.90484,10155.19,False,0.1807077,2980.818,27,0,0,0,0
7,Pattern4,48,0.476167,0.4630937,0.1859354,13.46556,8438.011,False,0.2459726,2519.9,27,0,0,0,0
8,Pattern3,32,0.2591072,1.25581,0.2600214,19.11587,10985.5,False,0.10074,2338.556,20,0,0,0,0
9,Pattern5,64,0.1422895,0.7869315,0.1009905,7.253707,9340.566,False,0.07756346,2541.827,12,0,0,0,0
10,Pattern10,155,0.4940946,0.9856599,0.3602296,27.3216,7264.396,True,0.02800771,2185.864,37,0,0,0,0
