TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern9,144,0,423.9355,0.423935,32,0,False,0.4239355,0,0,0,0,0,0
2,Pattern8,128,0.2333127,1.39465,0.214156,15.64199,7448.539,False,0.1015153,2047.309,19,0,0,0,0
3,Pattern10,155,0.423892,1.148899,0.4209417,32.17263,17822.47,False,0.0981025,4548.116,23,0,0,0,0
4,Pattern4,48,0.004249009,51.89679,0.2200866,15.96849,876.0232,False,0.2164224,156.1794,3,0,0,0,0
5,Pattern3,32,0.3481861,0.8847611,0.1707477,12.48669,33190.02,True,0.01010731,3673.523,44,0,0,0,0
6,Pattern7,112,0.5539417,0.378089,0.1951859,14.15448,124805.4,False,0.3253894,11810.86,23,0,0,0,0
7,Pattern5,64,0.03423126,3.252537,0.09195396,6.601469,2334.552,False,0.07674743,599.4628,12,0,0,0,0
8,Pattern6,96,0.05133922,2.21485,0.09506521,6.826291,42708.37,False,0.06235773,4025.553,6,0,0,0,0
9,Pattern1,5,0.3502015,1.390654,0.3601024,27.22644,10048.4,False,0.1720408,1816.245,26,0,0,0,0
10,Pattern2,16,0.5271074,0.7923628,0.2308989,17.14359,67011.95,False,0.08751335,6828.224,34,0,0,0,0
