TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.4371898,1.113954,0.3289542,24.98396,21347.68,False,0.08682394,4163.51,24,0,0,0,0
2,Pattern6,96,0.4003099,0.2781309,0.1906068,13.87804,19512.37,False,0.2824037,3188.056,17,0,0,0,0
3,Pattern4,48,0.01949964,11.30841,0.2317215,16.83825,1975.665,False,0.2391868,323.4729,10,0,0,0,0
4,Pattern10,155,0.5584804,0.8720255,0.2910534,22.18312,11463.53,True,0.03489559,2654.777,32,0,0,0,0
5,Pattern3,32,0.2288873,1.421614,0.2536049,18.56419,13063.46,False,0.1980981,2825.894,24,0,0,0,0
6,Pattern8,128,0.243606,1.33572,0.1966005,14.37274,12062.69,False,0.09129617,2391.128,19,0,0,0,0
7,Pattern5,64,0.2345598,0.4746697,0.1100515,7.909054,19197.45,False,0.1178461,3333.073,11,0,0,0,0
8,Pattern7,112,0.3056449,0.7214581,0.1108771,8.000231,8242.357,False,0.08210092,2245.154,27,0,0,0,0
9,Pattern2,16,0.5511422,0.7691944,0.3071638,23.01436,50204.12,False,0.1030039,7770.884,16,0,0,0,0
10,Pattern9,144,0.5321872,0.796591,0.2340253,17.60734,8993.994,True,0.01178392,1994.996,30,0,0,0,0
