TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.5584906,0.7590736,0.1931514,14.20009,19007.42,False,0.1113385,4211.137,31,0,0,0,0
2,Pattern3,32,0.408943,0.795684,0.3032851,22.34367,25313.24,False,0.09090531,3368.32,15,0,0,0,0
3,Pattern1,5,0.5489549,0.8733309,0.2445581,18.5855,32225.79,True,0.03489552,4309.958,17,0,0,0,0
4,Pattern4,48,0.5584851,0.3948358,0.2595661,19.04967,11131.28,False,0.3253894,2552.74,22,0,0,0,0
5,Pattern6,96,0.07725436,1.441194,0.1068258,7.674731,6620.923,True,0.02929951,929.2772,13,0,0,0,0
6,Pattern10,155,0,487.0092,0.4870089,37.5,0,False,0.4870092,0,0,0,0,0,0
7,Pattern5,64,0.02562821,4.049839,0.1025699,7.366382,145604.8,False,0.07650997,11130.42,13,0,0,0,0
8,Pattern9,144,0.5585003,0.7590606,0.2343263,17.42327,12572.93,False,0.1113385,1951.358,44,0,0,0,0
9,Pattern7,112,0.423768,0.5203554,0.2462014,18.02709,11541.57,False,0.09527335,3081.198,60,0,0,0,0
10,Pattern8,128,0.2862476,1.163021,0.2835603,20.81359,10421.87,False,0.3227547,2295.936,36,0,0,0,0
