TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern8,128,0.923225,0.3524486,0.2299047,16.80239,26094.65,False,0.1529073,5792.281,28,0,0,0,0
2,Pattern2,16,0.07777863,5.450539,0.4179715,31.50124,6586.242,False,0.4112001,1132.281,17,0,0,0,0
3,Pattern10,155,0.6105604,0.826491,0.3528275,27.14834,18744.73,True,0.03489559,3868.799,28,0,0,0,0
4,Pattern3,32,0.3628717,0.959843,0.2553073,18.81957,17146.64,False,0.05283137,3723.633,25,0,0,0,0
5,Pattern6,96,0.3489516,0.3188661,0.1188449,8.563278,12545.87,False,0.1807996,2472.053,29,0,0,0,0
6,Pattern1,5,0.5584954,0.8720022,0.2569073,19.4434,13139.02,True,0.03489552,3379.996,27,0,0,0,0
7,Pattern7,112,0.5071917,0.4347665,0.1646654,11.91412,13652.63,False,0.06233443,2298.119,45,0,0,0,0
8,Pattern9,144,0.5840696,0.7625908,0.3248072,24.4795,14848.74,False,0.1113316,2913.552,30,0,0,0,0
9,Pattern4,48,0.5610466,0.3930332,0.2285787,16.65604,14681.23,False,0.3230375,3417.359,20,0,0,0,0
10,Pattern5,64,0.4978999,0.2236161,0.08664993,6.227471,11780.63,False,0.1505838,3514.305,35,0,0,0,0
