TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.1328536,0.8380536,0.07733355,5.554369,6460.908,True,0.002305252,1805.777,22,0,0,0,0
2,Pattern7,112,0.6923068,0.3185148,0.155301,11.22843,30726.73,False,0.131319,4725.404,34,0,0,0,0
3,Pattern6,96,0.8899652,0.1251044,0.312828,23.96819,34636.84,False,0.4918232,6624.295,37,0,0,0,0
4,Pattern3,32,0.2738582,1.188167,0.26961,19.8203,30018,False,0.1124578,4172.564,21,0,0,0,0
5,Pattern2,16,0.2748361,1.542478,0.3580217,26.79292,9496.174,False,0.1650901,2456.609,14,0,0,0,0
6,Pattern8,128,0.2482618,1.31067,0.2482794,18.21232,6481.983,False,0.1305362,1262.044,24,0,0,0,0
7,Pattern10,155,0.6453319,0.7987466,0.3507641,27.08996,32010.12,True,0.03483262,3772.776,35,0,0,0,0
8,Pattern1,5,0.5417665,0.8989284,0.3912077,29.88008,11173.94,True,0.02010353,2960.181,25,0,0,0,0
9,Pattern9,144,0.4010134,1.05626,0.4557705,34.86806,15438.04,False,0.4228701,3403.27,28,0,0,0,0
10,Pattern4,48,0.3195671,0.6765517,0.1596633,11.55168,9750.527,False,0.06860073,2429.48,27,0,0,0,0
