TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.3773147,1.30211,0.4160057,31.53685,50429.17,False,0.2640688,5895.57,39,0,0,0,0
2,Pattern8,128,0.5758734,0.5650364,0.1728579,12.61815,123615.4,False,0.06064908,12571.68,51,0,0,0,0
3,Pattern5,64,0.1963904,0.5669241,0.04677302,3.355384,18424.43,False,0.07228108,2481.646,30,0,0,0,0
4,Pattern3,32,0.6088366,0.5360174,0.2155558,15.74046,15135.81,False,0.2205099,3279.883,45,0,0,0,0
5,Pattern6,96,0.5709317,0.195012,0.219429,16.31811,18858.97,False,0.415028,4175.547,33,0,0,0,0
6,Pattern4,48,0.4991337,0.4489084,0.1869417,13.55455,60491.09,False,0.2328674,7408.288,31,0,0,0,0
7,Pattern7,112,0.5526627,0.3989956,0.2188885,15.99853,13789.34,False,0.320049,2058.432,40,0,0,0,0
8,Pattern10,155,0.5307673,0.9174899,0.3163394,23.90819,71395.63,True,0.007649384,7120.421,47,0,0,0,0
9,Pattern9,144,0.489296,0.8657861,0.2511891,18.6035,110580.2,True,0.04284126,10717.02,50,0,0,0,0
10,Pattern2,16,0.4870273,0.8704553,0.2272837,16.98417,14580.99,True,0.005631166,3268.58,40,0,0,0,0
