TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern8,128,0.4288031,0.7588318,0.2344685,17.18378,22152.85,False,0.09262998,4261.778,18,0,0,0,0
2,Pattern9,144,0.1423281,2.978579,0.3533051,26.30425,27988.83,False,0.2971781,3093.266,14,0,0,0,0
3,Pattern1,5,0.04920696,9.897162,0.4702381,36.00486,6943.443,False,0.452148,1671.478,12,0,0,0,0
4,Pattern7,112,0.01544083,14.28097,0.2284692,16.59442,5031.006,False,0.2334095,1002.407,6,0,0,0,0
5,Pattern3,32,0.09523211,3.416803,0.3130794,23.04705,18076.15,False,0.2920207,2639.767,16,0,0,0,0
6,Pattern5,64,0.5772513,0.1928769,0.2835102,21.09834,299697.4,False,0.4239355,28505.36,35,0,0,0,0
7,Pattern6,96,0.308163,0.3612976,0.1552842,11.20943,62594.56,False,0.1891574,5940.647,9,0,0,0,0
8,Pattern2,16,0.5584712,0.7591,0.2640875,19.71833,55894.52,False,0.1113385,9063.096,12,0,0,0,0
9,Pattern10,155,0.2531801,1.923568,0.4628732,35.53627,17660.08,False,0.3576297,3453.344,16,0,0,0,0
10,Pattern4,48,0.5584821,0.394838,0.1727826,12.63341,528562.7,False,0.3253894,50594.64,20,0,0,0,0
