TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.5584852,0.1993579,0.2995682,22.45298,235009.9,False,0.4239355,17980.98,23,0,0,0,0
2,Pattern3,32,0.1919843,1.691238,0.2446961,17.86956,21804.89,False,0.1416044,2190.476,27,0,0,0,0
3,Pattern9,144,0.2845418,1.489889,0.3487093,26.0116,12955.71,False,0.1759625,2831.618,35,0,0,0,0
4,Pattern1,5,0.558489,0.8720123,0.2721069,20.6121,18842.02,True,0.03489552,4443.921,35,0,0,0,0
5,Pattern4,48,0.1864476,1.182691,0.08842973,6.38324,14555.01,True,0.03694004,2229.52,20,0,0,0,0
6,Pattern2,16,0.5584794,0.7590888,0.1678824,12.36604,26886.96,False,0.1113385,5845.019,23,0,0,0,0
7,Pattern8,128,0.558492,0.5826215,0.2073205,15.14742,67766.07,False,0.2205099,9319.769,22,0,0,0,0
8,Pattern6,96,0.107876,1.032097,0.03544306,2.545008,25247.13,True,0.003824596,2851.35,12,0,0,0,0
9,Pattern7,112,0.01775199,12.42171,0.209827,15.20648,9480.395,False,0.2033928,1190.205,3,0,0,0,0
10,Pattern10,155,0.3578504,1.36093,0.4140394,31.58697,20065.3,False,0.1645575,4984.987,19,0,0,0,0
