TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0,220.51,0.2205096,16,0,False,0.22051,0,0,0,0,0,0
2,Pattern1,5,0.1942763,2.506787,0.4938317,38.14006,13247.64,False,0.4683108,3179.314,21,0,0,0,0
3,Pattern3,32,0.3482144,0.9344512,0.1707098,12.50652,13438.18,True,0.01762893,3123.685,21,0,0,0,0
4,Pattern10,155,0.558479,0.8720279,0.3370345,25.68849,17492.52,True,0.03489559,4576.43,18,0,0,0,0
5,Pattern2,16,0.5560844,0.7623581,0.3222005,24.0065,55651.64,False,0.06968774,5345.562,27,0,0,0,0
6,Pattern8,128,0.07302926,4.455603,0.31349,23.07817,9697.751,False,0.2574115,1681.527,10,0,0,0,0
7,Pattern6,96,0.04224237,2.635708,0.08931451,6.412152,7109.281,False,0.06937148,1101.97,8,0,0,0,0
8,Pattern5,64,0.4479797,0.2485346,0.1738083,12.59763,15915.07,False,0.1621786,4428.599,18,0,0,0,0
9,Pattern4,48,0.3269453,0.674455,0.1264475,9.143183,22690.58,False,0.1959027,3079.697,18,0,0,0,0
10,Pattern9,144,0.1971157,2.150693,0.367378,27.48823,15854.44,False,0.2456534,2799.238,13,0,0,0,0
