Timestamp,Phase,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency,EMGRawCh1,EMGRawCh2,EMGRawCh3,EMGRawCh4,EMGFilteredCh1,EMGFilteredCh2,EMGFilteredCh3,EMGFilteredCh4,EMGNormalizedCh1,EMGNormalizedCh2,EMGNormalizedCh3,EMGNormalizedCh4
0.07427979,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63452,0.5910001,1.580631,1.625816,0,0,0,0
0.1481476,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.591257,1.626177,0,0,0,0
0.2304153,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.591257,1.626177,0,0,0,0
0.2989922,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.591257,1.626177,0,0,0,0
0.3799362,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.592038,1.626515,0,0,0,0
0.4424133,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.592038,1.626515,0,0,0,0
0.488369,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.601152,1.627135,0,0,0,0
0.5374489,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.601152,1.627135,0,0,0,0
0.5997276,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.601152,1.627135,0,0,0,0
0.6705017,InitialFreeze,-12,24,0.0763053,0.9851637,0.4375519,0.239,-0.08831209,0.3404917,75,0,1.090065,55.5,0,0,0,0,0,1.090065,1090.064,-1.635,0.591,-1.635,-1.635,1.6347,0.5910001,1.600131,1.627255,0,0,0,0
