Timestamp,Phase,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency,EMGRawCh1,EMGRawCh2,EMGRawCh3,EMGRawCh4,EMGFilteredCh1,EMGFilteredCh2,EMGFilteredCh3,EMGFilteredCh4,EMGNormalizedCh1,EMGNormalizedCh2,EMGNormalizedCh3,EMGNormalizedCh4
0.08005905,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63452,0.5910001,1.616034,1.626057,0,0,0,0
0.1571999,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.6347,0.5910001,1.632722,1.626057,0,0,0,0
0.2343063,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.6347,0.5910001,1.632722,1.626057,0,0,0,0
0.3080292,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.624948,1.626495,0,0,0,0
0.4689102,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.584843,1.627014,0,0,0,0
0.5357208,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.584843,1.627014,0,0,0,0
0.5862732,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.584843,1.627014,0,0,0,0
0.6335983,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.567288,1.626455,0,0,0,0
0.6873169,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.567288,1.626455,0,0,0,0
0.7450867,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.587603,1.626057,0,0,0,0
0.8208923,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63464,0.5910001,1.587603,1.626057,0,0,0,0
0.8779678,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.573281,1.625875,0,0,0,0
0.9567871,InitialFreeze,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,-1.635,-1.635,1.63458,0.5910001,1.573281,1.625875,0,0,0,0
1.097839,Movement,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,1.629,-1.613,1.63452,0.5910001,1.559281,1.626075,0,0,0,0
1.175697,Movement,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,1.629,-1.613,1.63464,0.5910001,1.573648,1.626435,0,0,0,0
1.249649,Movement,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,1.629,-1.613,1.63464,0.5910001,1.573648,1.626435,0,0,0,0
1.321899,Movement,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,1.629,-1.613,1.63452,0.5910001,1.58549,1.627014,0,0,0,0
1.405006,Movement,-5,129,-0.07185847,0.5986595,-0.04533121,0.239,-0.08831209,0.3404917,75,0,0.8470079,104.5,0,0,0,0,0,0.8470079,847.0078,-1.635,0.591,1.629,-1.613,1.63452,0.5910001,1.58549,1.627014,0,0,0,0
