Timestamp,Phase,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency,EMGRawCh1,EMGRawCh2,EMGRawCh3,EMGRawCh4,EMGFilteredCh1,EMGFilteredCh2,EMGFilteredCh3,EMGFilteredCh4,EMGNormalizedCh1,EMGNormalizedCh2,EMGNormalizedCh3,EMGNormalizedCh4
0.2313385,InitialFreeze,55,103,-0.150748,0.3695138,0.09474642,-0.08825994,0.04191385,0.2312192,75,54.9,0.3603489,34.05,273.6227,220.4543,0,0,0,0.3603489,360.3488,0,0,0,0,0,0,0,0,0,0,0,0
0.5027771,InitialFreeze,55,103,-0.150748,0.3695138,0.09474642,-0.08825994,0.04191385,0.2312192,75,54.9,0.3603489,34.05,0,0,0,0,0,0.3603489,360.3488,0,0,0,0,0,0,0,0,0,0,0,0
0.7528458,InitialFreeze,55,103,-0.150748,0.3695138,0.09474642,-0.08825994,0.04191385,0.2312192,75,54.9,0.3603489,34.05,0,0,0,0,0,0.3603489,360.3488,0,0,0,0,0,0,0,0,0,0,0,0
0.8288651,InitialFreeze,55,103,-0.150748,0.3695138,0.09474642,-0.08825994,0.04191385,0.2312192,75,54.9,0.3603489,34.05,0,0,0,0,0,0.3603489,360.3488,0,0,0,0,0,0,0,0,0,0,0,0
0.8998108,InitialFreeze,55,103,-0.150748,0.3695138,0.09474642,-0.08825994,0.04191385,0.2312192,75,54.9,0.3603489,34.05,0,0,0,0,0,0.3603489,360.3488,0,0,0,0,0,0,0,0,0,0,0,0
1.206894,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.1578459,0.25651,0.05115161,75,97.2,0.121329,12.9,0,273.9963,0,0,0.2886487,0.3603489,1.248399,0,0,0,0,0,0,0,0,0,0,0,0
1.400261,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.1578459,0.25651,0.05115161,75,97.2,0.121329,12.9,0,0,0,0,0.2886487,0.3603489,1.248399,0,0,0,0,0,0,0,0,0,0,0,0
1.514397,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.1289286,0.3383248,-0.0174991,75,113.1,0.1185238,15.05,0,139.3035,0,0,0.3992958,0.3603489,0.9024609,0,0,0,0,0,0,0,0,0,0,0,0
1.594833,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.061966,0.4199399,-0.08598228,75,131.2,0.2075763,24.10001,0,225.0211,0,0,0.5251328,0.3603489,0.6862051,0,0,0,0,0,0,0,0,0,0,0,0
1.751396,Movement,55,103,-0.150748,0.3695138,0.09474642,0.02821763,0.478528,-0.1351435,75,148.2,0.3110662,32.60001,0,108.5855,0,0,0.6433803,0.3603489,0.5600868,0,0,0,0,0,0,0,0,0,0,0,0
2.055695,Movement,55,103,-0.150748,0.3695138,0.09474642,0.08980496,0.5024114,-0.155184,75,158.1,0.3714737,37.55,0,32.53346,0,0,0.7124096,0.3603489,0.5058169,0,0,0,0,0,0,0,0,0,0,0,0
2.243538,Movement,55,103,-0.150748,0.3695138,0.09474642,0.102192,0.5060443,-0.1582325,75,160,0.3829067,38.5,0,10.11509,0,0,0.7256734,0.3603489,0.4965716,0,0,0,0,0,0,0,0,0,0,0,0
2.463959,Movement,55,103,-0.150748,0.3695138,0.09474642,0.102192,0.5060443,-0.1582325,75,160,0.3829067,38.5,0,0,0,0,0.7256734,0.3603489,0.4965716,0,0,0,0,0,0,0,0,0,0,0,0
2.731827,Movement,55,103,-0.150748,0.3695138,0.09474642,0.006150752,0.4672543,-0.1256838,75,144.4,0.2876802,30.7,0,-58.23708,0,0,0.834246,0.3603489,0.4319456,0,0,0,0,0,0,0,0,0,0,0,0
2.960167,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.09455436,0.3872291,-0.05853464,75,123.5,0.1642152,20.25,0,-91.53087,0,0,0.9793479,0.3603489,0.3679478,0,0,0,0,0,0,0,0,0,0,0,0
3.109833,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.1387506,0.3188763,-0.001179866,75,109.2,0.1091327,13.10001,0,-95.547,0,0,1.078922,0.3603489,0.3339897,0,0,0,0,0,0,0,0,0,0,0,0
3.259987,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.1398841,0.3163473,0.0009422451,75,108.7,0.1083694,12.85001,0,-3.329835,0,0,1.082412,0.3603489,0.3329127,0,0,0,0,0,0,0,0,0,0,0,0
3.413841,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.1536509,0.276573,0.0343168,75,101,0.1108971,11,0,-50.04726,0,0,1.136128,0.3603489,0.3171727,0,0,0,0,0,0,0,0,0,0,0,0
3.677818,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,-1.894104,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
3.98568,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
4.20768,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
4.541016,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
4.781731,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
4.993706,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
5.264893,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
5.417534,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
5.60276,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
5.716972,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
5.784042,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
5.989166,Movement,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
6.287697,Hold,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
6.527603,Hold,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
6.755508,Hold,55,103,-0.150748,0.3695138,0.09474642,-0.154302,0.2739459,0.03652116,75,100.5,0.1119644,11.25,0,0,0,0,1.139619,0.3603489,0.3162012,0,0,0,0,0,0,0,0,0,0,0,0
