Timestamp,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0.009731293,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.2635122,0.4829192,42.8,0,0.3450187,14.89999,5445.952,0,0,0,0.4437035,0.7635252,1.720801
0.01879883,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.2566856,0.4843808,42.3,0,0.3382391,14.64999,-55.14625,0,0,0,0.4506848,0.7635252,1.694144
0.02792358,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.2539516,0.4849489,42.1,0,0.335526,14.55,-21.92005,0,0,0,0.4534772,0.7635252,1.683712
0.03826141,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.2402519,0.4876454,41.1,0,0.3219485,14.05,-96.72864,0,0,0,0.4674398,0.7635252,1.633419
0.04732513,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.2237536,0.4905652,39.9,0,0.3056332,13.45,-132.4105,0,0,0,0.4841945,0.7635252,1.576898
0.05614853,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.204433,0.493534,38.5,0,0.2865712,12.75,-158.6782,0,0,0,0.5037418,0.7635252,1.515707
0.06429291,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.1878191,0.4957024,37.3,0,0.270214,12.14999,-147.3135,0,0,0,0.5204967,0.7635252,1.466917
0.07327652,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.1711634,0.4975222,36.1,0,0.2538445,11.55,-133.5917,0,0,0,0.5372515,0.7635252,1.421169
0.08197784,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.157257,0.4987722,35.1,0,0.2401978,11.05,-114.9174,0,0,0,0.5512139,0.7635252,1.38517
0.09093475,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.1447241,0.4996894,34.2,0,0.2279145,10.60001,-100.4708,0,0,0,0.5637802,0.7635252,1.354296
0.09990692,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.1377558,0.5001138,33.7,0,0.2210913,10.35001,-55.74012,0,0,0,0.5707614,0.7635252,1.337731
0.1087723,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.1279945,0.5006059,33,0,0.2115411,10,-78.94627,0,0,0,0.5805352,0.7635252,1.315209
0.1173706,18,5,0.2291377,0.0797355,0.4810478,0.264,-0.1210188,0.5008844,32.5,0,0.2047221,9.75,-58.14359,0,0,0,0.5875165,0.7635252,1.299581
