Timestamp,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0.009918213,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,7562.237,0,0,0,0,0.7813229,781.3229
0.01520538,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.02011108,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.02508926,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.02905846,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.03213501,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.035326,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.03989601,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.04483795,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.04816628,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.05118561,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.05706978,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.06012154,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.06312752,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.0670929,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.07193947,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.07667923,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.08124733,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.08517647,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.09115028,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.09723473,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.100172,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.106081,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.1098614,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.1147747,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.1189442,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
0.1221695,68,155,0.09495266,-0.115433,-0.2688926,0.264,-0.6536835,0.2716394,75,0,0.7813229,81,0,0,0,0,0,0.7813229,781.3229
