Timestamp,Phase,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency,EMGRawCh1,EMGRawCh2,EMGRawCh3,EMGRawCh4,EMGFilteredCh1,EMGFilteredCh2,EMGFilteredCh3,EMGFilteredCh4,EMGNormalizedCh1,EMGNormalizedCh2,EMGNormalizedCh3,EMGNormalizedCh4
0.3043671,InitialFreeze,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
0.5758209,InitialFreeze,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
0.9091492,InitialFreeze,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
0.9886398,InitialFreeze,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
1.451675,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
1.785011,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
1.967018,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.151848,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.436516,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.445923,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.464172,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.469559,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.475601,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.484512,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.490356,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.515434,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.607887,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.684326,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
2.766586,Movement,68,155,0.06995265,0.4989643,-0.1463295,0.239,-0.08831209,0.3404917,75,0,0.781323,81,0,0,0,0,0,0.781323,781.3229,0,0,0,0,0,0,0,0,0,0,0,0
