Timestamp,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0.004177094,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,14964.33,0,0,0,0,0.6911315,691.1315
0.007717133,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.01154327,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.01423264,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.01671982,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.01927567,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.02157593,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.02374268,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.02656555,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.02876663,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.03092575,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.03447723,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.03763962,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.0401001,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.04262924,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.04481888,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.04762268,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.05122757,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.0536232,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.05593491,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.05854034,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.06084061,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.06316757,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.06540298,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
0.06864929,31,81,-0.1310754,-0.09692539,0.1639428,0.264,-0.6536835,0.2716394,75,0,0.6911315,62.5,0,0,0,0,0,0.6911315,691.1315
