TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.07104018,6.855405,0.4756839,36.49354,42011,False,0.4609528,4009.744,22,0,0,0,0
2,Pattern4,48,0.2654948,0.8343872,0.07261058,5.230545,75048.3,True,0.04101951,6906.293,21,0,0,0,0
3,Pattern1,5,0.3036539,1.60383,0.3494027,26.29992,13480.01,False,0.2289802,3452.691,20,0,0,0,0
4,Pattern9,144,0.5601231,0.7593362,0.2266371,16.83396,38895.34,False,0.1113385,5003.301,19,0,0,0,0
5,Pattern5,64,0.2530681,0.4399545,0.1449275,10.44968,9599.771,False,0.1435987,2519.356,26,0,0,0,0
6,Pattern7,112,0.316789,0.7012594,0.1242975,8.997345,31243.37,True,0.01575879,5409.031,24,0,0,0,0
7,Pattern6,96,0.0841044,1.323814,0.07759943,5.56981,6309.104,False,0.07559255,1355.784,13,0,0,0,0
8,Pattern2,16,0.4406369,1.020998,0.2793013,20.93538,15978.86,False,0.1255637,2806.925,17,0,0,0,0
9,Pattern8,128,0.3617271,0.9015003,0.2147939,15.77773,29189.9,False,0.07317285,3891.549,27,0,0,0,0
10,Pattern3,32,0.3578556,0.9092755,0.1653486,12.12785,15033.62,True,0.02275693,2950.624,18,0,0,0,0
