TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern3,32,0.3720023,0.8461109,0.1585016,11.57447,13965.89,True,0.04847721,3381.58,17,0,0,0,0
2,Pattern8,128,0.6868993,0.4737076,0.2327743,17.04948,34123.48,False,0.2153816,7565.698,28,0,0,0,0
3,Pattern1,5,0.5154194,0.8772332,0.2196506,16.43915,16519.44,True,0.03489552,4244.402,27,0,0,0,0
4,Pattern6,96,0.4525596,0.2460196,0.1616345,11.71177,27098.33,False,0.2563886,6580.061,22,0,0,0,0
5,Pattern4,48,0.4983312,0.325303,0.2294438,16.81836,11036.52,False,0.3253894,3213.635,18,0,0,0,0
6,Pattern7,112,0.4202858,0.5247002,0.1751294,12.67446,11774.86,False,0.1633841,3006.412,30,0,0,0,0
7,Pattern10,155,0.8761656,0.5558416,0.4744396,36.9717,22530.04,False,0.1981772,5991.217,37,0,0,0,0
8,Pattern5,64,0.3883751,0.2829813,0.1857432,13.50831,23824.61,False,0.2725612,5257.595,19,0,0,0,0
9,Pattern2,16,0.4546878,0.932366,0.2167622,16.22717,16575.65,True,0.007900885,4271.959,18,0,0,0,0
10,Pattern9,144,0.5688456,0.7452558,0.2587042,19.30439,29894.83,False,0.1113385,4987.923,15,0,0,0,0
