TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.06506825,3.388902,0.198641,14.38706,11130.33,False,0.1573992,2110.697,4,0,0,0,0
2,Pattern3,32,0.5640965,0.5768329,0.2461352,18.01182,22080.1,False,0.2161485,5914.234,17,0,0,0,0
3,Pattern8,128,0.3887372,0.8370421,0.1986681,14.57385,9148.875,False,0.05359733,1959.058,27,0,0,0,0
4,Pattern2,16,0.5231201,0.810398,0.2454555,18.38878,18962.25,False,0.05039641,4766.095,23,0,0,0,0
5,Pattern1,5,0.3681366,1.322904,0.3149672,23.69006,27736.98,False,0.1544763,5435.871,18,0,0,0,0
6,Pattern10,155,0.4015314,1.212879,0.3036856,22.90895,18333.96,False,0.1215874,2346.065,38,0,0,0,0
7,Pattern7,112,0.3866732,0.5702747,0.1712172,12.38118,9735.902,False,0.1621492,2387.087,17,0,0,0,0
8,Pattern6,96,0.1051636,1.058717,0.04819931,3.461452,4803.82,True,0.006537123,937.2342,12,0,0,0,0
9,Pattern5,64,0.02317948,4.803319,0.1011893,7.267087,7420.805,False,0.09310728,1171.062,6,0,0,0,0
10,Pattern9,144,0.2243696,1.889452,0.3344074,24.91755,4895.021,False,0.2195783,1278.666,26,0,0,0,0
