TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.5584862,0.3948351,0.2385563,17.45079,18111.95,False,0.3253894,3037.885,25,0,0,0,0
2,Pattern3,32,0.4258651,0.78499,0.484397,38.16493,7749.132,False,0.60747,1416.593,55,0,0,0,0
3,Pattern7,112,0.5877555,0.3763696,0.3419723,26.28395,10618.79,False,0.6632302,2129.643,40,0,0,0,0
4,Pattern9,144,0.7223433,0.3835876,0.5300758,46.04317,260339.6,False,0.7608454,22562.08,32,0,0,0,0
5,Pattern5,64,0.5602109,0.2018358,0.289987,21.70965,23632.77,False,0.4239355,4845.968,16,0,0,0,0
6,Pattern8,128,0.1083359,3.003522,0.330827,24.43564,4568.15,False,0.4246336,869.4828,9,0,0,0,0
7,Pattern2,16,0.5868456,0.7629576,0.3463648,26.15542,104969.2,False,0.1113385,11166.97,17,0,0,0,0
8,Pattern10,155,0.09248304,5.26593,0.4790513,36.80127,18323.35,False,0.4096491,1689.032,19,0,0,0,0
9,Pattern1,5,0.005538984,100.9602,0.5591827,44.3451,72256.07,False,0.5529936,7880.965,2,0,0,0,0
10,Pattern6,96,0.4814311,1.212502,0.5410519,43.02187,503936,False,0.158467,45508.68,27,0,0,0,0
