TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.1904417,1.157887,0.1042387,7.537964,16797.73,True,0.03335829,2014.797,14,0,0,0,0
2,Pattern5,64,0.09335457,1.192641,0.05361876,3.849286,9607.339,True,0.01834453,1464.047,13,0,0,0,0
3,Pattern4,48,0.5584953,0.3948286,0.2301002,16.82533,23856.92,False,0.3253894,3537.464,26,0,0,0,0
4,Pattern1,5,0.5584927,0.8720065,0.2867213,21.64895,39559.98,True,0.03489552,5342.498,33,0,0,0,0
5,Pattern3,32,0.4287043,0.7590066,0.1543248,11.24207,29822.95,False,0.09339467,4604.282,24,0,0,0,0
6,Pattern9,144,0.2408999,1.7598,0.317139,23.55779,34417.91,False,0.1992158,4122.528,14,0,0,0,0
7,Pattern6,96,0,111.3385,0.1113383,8,0,False,0.1113385,0,0,0,0,0,0
8,Pattern2,16,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
9,Pattern10,155,0.558492,0.8720075,0.2904472,21.83555,288461.9,True,0.03489559,23787.86,29,0,0,0,0
10,Pattern8,128,0.2648969,1.228362,0.1567949,11.45633,28846.32,False,0.07010622,4686.96,6,0,0,0,0
