TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.4758336,1.023486,0.6057439,49.60468,335119.6,False,0.6282559,30995.37,30,0,0,0,0
2,Pattern9,144,1.06007,0.3999127,0.3194372,24.10507,57261.09,False,0.1113385,11103.41,39,0,0,0,0
3,Pattern6,96,0.6114067,0.1790539,0.2578302,19.08602,28879.71,False,0.3918303,4695.332,35,0,0,0,0
4,Pattern7,112,0.2378001,0.9272913,0.2440612,17.79934,16914.39,False,0.2856159,3131.555,23,0,0,0,0
5,Pattern2,16,0.5378853,0.7881522,0.279844,20.82556,14707.74,False,0.09096164,4041.035,37,0,0,0,0
6,Pattern1,5,0.1468159,3.317144,0.4572768,34.89726,8384.971,False,0.3763987,2021.226,28,0,0,0,0
7,Pattern4,48,0.3142993,0.6832774,0.1365776,9.855304,82451.27,False,0.09318567,8527.871,29,0,0,0,0
8,Pattern3,32,0.1638079,1.986409,0.2633629,19.26666,9223.638,False,0.2107848,2053.404,27,0,0,0,0
9,Pattern5,64,0.3706906,0.3003541,0.1636765,11.85991,11834.93,False,0.2430006,2347.327,41,0,0,0,0
10,Pattern8,128,0.2140046,1.633192,0.4157809,31.43209,302266.2,False,0.4737726,26539.32,33,0,0,0,0
