TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.123963,3.928667,0.4703396,36.06119,9003.593,False,0.3987139,1869.774,14,0,0,0,0
2,Pattern6,96,0.2115847,0.5262126,0.1992365,14.50275,9791.139,False,0.287349,1685.063,35,0,0,0,0
3,Pattern10,155,0.08031906,6.035156,0.4711635,36.09129,5183.935,False,0.4415506,1682.793,24,0,0,0,0
4,Pattern3,32,0.5494187,0.592243,0.2563781,18.82203,52643.05,False,0.2129751,5668.369,32,0,0,0,0
5,Pattern7,112,0.3773765,0.5565804,0.2980105,22.00645,13587.75,False,0.2953762,3199.413,35,0,0,0,0
6,Pattern2,16,0.2599407,1.630893,0.3519669,26.12493,17611.39,False,0.2598036,3338.804,32,0,0,0,0
7,Pattern9,144,0.6316723,0.6711321,0.3414641,25.73606,48240.93,False,0.1113385,6206.278,37,0,0,0,0
8,Pattern8,128,0.2468887,1.31796,0.2865682,21.07382,20996.42,False,0.1118168,2559.122,34,0,0,0,0
9,Pattern4,48,0.2266263,0.9730113,0.127308,9.207812,31343.38,True,0.00471198,4064.957,30,0,0,0,0
10,Pattern5,64,0.2888993,0.3853885,0.1224176,8.809898,76611.13,False,0.1643162,7252.253,25,0,0,0,0
