TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.5733055,0.8494759,0.3098905,23.67319,31401.19,True,0.03489552,4721.518,33,0,0,0,0
2,Pattern8,128,0.5584748,0.5826393,0.2400849,17.53807,25549.04,False,0.2205099,3703.658,17,0,0,0,0
3,Pattern4,48,0.01635015,13.48672,0.210427,15.25086,12374.03,False,0.2047482,1130.414,4,0,0,0,0
4,Pattern5,64,0.1810596,0.6149271,0.07416152,5.320891,14669.3,False,0.06927409,2293.567,9,0,0,0,0
5,Pattern3,32,0.232853,1.397403,0.1764025,12.85625,21383.41,False,0.101969,3140.93,16,0,0,0,0
6,Pattern7,112,0.1189125,1.854389,0.1438254,10.38171,6075.608,False,0.1041925,1277.257,13,0,0,0,0
7,Pattern2,16,0.5776213,0.7618473,0.2369506,17.67352,19470.03,False,0.1113385,4334.341,12,0,0,0,0
8,Pattern10,155,0.2935179,1.659215,0.3258287,24.3457,12621.54,False,0.2269204,2413.571,28,0,0,0,0
9,Pattern6,96,0.09717914,1.133066,0.04983675,3.575598,3534.659,True,0.01328116,874.801,20,0,0,0,0
10,Pattern9,144,0.2501336,1.66704,0.2785992,20.59334,13467.83,False,0.1867569,1960.032,27,0,0,0,0
