TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.05481678,2.031103,0.1096631,7.879163,6420.782,False,0.05291431,714.7261,6,0,0,0,0
2,Pattern8,128,0.5584884,0.5826252,0.4318039,34.23531,17875.63,False,0.7190354,2606.341,31,0,0,0,0
3,Pattern9,144,0.3675857,1.153297,0.3199672,23.89878,4009.989,False,0.07856391,847.8512,49,0,0,0,0
4,Pattern7,112,0.1341592,1.643644,0.1698038,12.2858,3740.179,False,0.08905789,594.4532,33,0,0,0,0
5,Pattern10,155,0.5584967,0.8720002,0.2546811,19.31109,6388.497,True,0.03489559,1406.77,31,0,0,0,0
6,Pattern1,5,0.5584928,0.8720064,0.2294925,17.38994,10113.66,True,0.03489552,2380.371,28,0,0,0,0
7,Pattern5,64,0.6363883,0.1749536,0.267708,19.98071,13590.64,False,0.3516835,3189.917,28,0,0,0,0
8,Pattern2,16,0.5584592,0.7591164,0.3777402,28.43975,36261.98,False,0.1113385,4592.369,13,0,0,0,0
9,Pattern4,48,0.3233907,0.6818686,0.2090199,15.16114,37185.07,False,0.1154577,4360.239,9,0,0,0,0
10,Pattern3,32,0.004631875,70.25004,0.3244396,23.92564,900.7938,False,0.3211525,201.1013,6,0,0,0,0
