TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.5960483,0.7112435,0.2134576,15.79359,16244.62,False,0.07315955,4722.906,33,0,0,0,0
2,Pattern5,64,0.5153715,0.2160507,0.1207405,8.724262,14489.28,False,0.3855063,3824.001,30,0,0,0,0
3,Pattern8,128,0.6067305,0.5362997,0.2512764,18.3898,14314.79,False,0.1691743,3282.873,26,0,0,0,0
4,Pattern4,48,0.6109107,0.3631108,0.1981204,14.40393,17345.22,False,0.3253894,4687.368,34,0,0,0,0
5,Pattern3,32,0.5650839,0.5758583,0.249924,18.30271,32616.98,False,0.2141736,5617.421,20,0,0,0,0
6,Pattern1,5,0.5722496,0.8510435,0.2601275,19.80141,61193.23,True,0.03489552,5964.269,23,0,0,0,0
7,Pattern7,112,0.5762936,0.3826348,0.1363353,9.851268,20511.72,False,0.1913856,3802.287,38,0,0,0,0
8,Pattern6,96,0.205891,0.5407646,0.06392667,4.586705,14180.98,False,0.06148528,2861.558,39,0,0,0,0
9,Pattern9,144,0.4756726,0.8912338,0.2565625,19.22761,15588.23,True,0.0168085,2909.434,22,0,0,0,0
10,Pattern10,155,0.3155564,1.543335,0.4042807,30.68367,7315.524,False,0.2121011,2030.077,28,0,0,0,0
