TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.5733203,0.4049507,0.2238902,16.38503,155847.1,False,0.3253894,13735.03,43,0,0,0,0
2,Pattern2,16,0.3664127,1.156989,0.3455294,25.83159,68390.38,False,0.1419541,6297.922,34,0,0,0,0
3,Pattern6,96,0.3084313,0.3491366,0.09186295,6.598479,62352.34,False,0.1257442,5690.056,46,0,0,0,0
4,Pattern3,32,0.5901293,0.5809727,0.2232973,16.25611,30521.75,False,0.2205099,6928.03,19,0,0,0,0
5,Pattern9,144,0.7891423,0.5372105,0.2851916,21.19363,59748.79,True,0.02873516,8149.072,57,0,0,0,0
6,Pattern1,5,0.7489407,0.6593388,0.2689894,20.47469,46785.49,True,0.03489552,6589.398,46,0,0,0,0
7,Pattern8,128,0.5633651,0.5425868,0.1683729,12.19134,523334.9,False,0.2205099,43582.37,48,0,0,0,0
8,Pattern5,64,0.08067352,1.380111,0.1652523,11.92919,36503.05,False,0.190526,3262.237,17,0,0,0,0
9,Pattern7,112,0.5130274,0.3439724,0.2039049,14.91642,13309.89,False,0.3253894,2903.506,34,0,0,0,0
10,Pattern10,155,0.2271087,3.087821,0.7786469,76.94141,210977.7,False,0.7810369,20665.2,4,0,0,0,0
