TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.175216,0.6875038,0.0637552,4.578609,6570.927,True,0.01629948,1371.841,33,0,0,0,0
2,Pattern1,5,0.342022,1.418019,0.2940529,21.94465,29970.89,False,0.1766707,2895.841,35,0,0,0,0
3,Pattern5,64,0.2970694,0.3577477,0.138504,9.987555,33224.72,False,0.1889408,3798.33,36,0,0,0,0
4,Pattern3,32,0.1382634,2.353402,0.2694137,19.72958,4495.548,False,0.2131777,1001.834,28,0,0,0,0
5,Pattern8,128,0.2043795,1.592743,0.2368858,17.33713,6921.141,False,0.1376432,1717.905,26,0,0,0,0
6,Pattern7,112,0.07397711,2.982027,0.1842343,13.32639,5287.822,False,0.1526194,946.7048,20,0,0,0,0
7,Pattern2,16,0.2720066,1.558529,0.2901148,21.49929,11716.33,False,0.1734022,1746.669,38,0,0,0,0
8,Pattern4,48,0.1402068,1.443395,0.1284587,9.264441,9347.903,False,0.0640087,1113.799,39,0,0,0,0
9,Pattern9,144,0.1654591,2.58233,0.3721948,27.84187,62592.26,False,0.2888732,5700.448,27,0,0,0,0
10,Pattern10,155,0.2661296,1.844938,0.3954179,29.89577,33362.29,False,0.25927,3236.023,47,0,0,0,0
