TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.4026875,0.5475957,0.1765295,12.76987,21282.32,False,0.1777985,3825.375,29,0,0,0,0
2,Pattern4,48,0.1021785,2.158085,0.1630438,11.77551,8865.999,False,0.1354078,1602.973,17,0,0,0,0
3,Pattern2,16,0.5619059,0.7544599,0.2705502,20.1463,24460.44,False,0.1113385,4998.94,18,0,0,0,0
4,Pattern9,144,0.4673533,0.9070987,0.234394,17.53143,9168.093,True,0.004178987,2599.266,41,0,0,0,0
5,Pattern10,155,0.5146814,0.9462343,0.4699865,36.17118,66816.04,False,0.3514452,7181.554,32,0,0,0,0
6,Pattern8,128,0.5462486,0.5956801,0.2481812,18.18147,14077.97,False,0.2087142,2904.684,37,0,0,0,0
7,Pattern1,5,0.2380955,2.045437,0.4007897,30.38826,16371.16,False,0.2794757,3490.404,11,0,0,0,0
8,Pattern3,32,0.5584749,0.5826392,0.4738141,38.45627,22843.83,False,0.7190354,3699.574,24,0,0,0,0
9,Pattern6,96,0.1245922,0.8822046,0.05395457,3.874038,16968.76,True,0.01432733,1939.029,11,0,0,0,0
10,Pattern5,64,0.2571138,0.4330317,0.1254328,9.025449,15654.12,False,0.1444883,3535.429,8,0,0,0,0
