TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.1436266,3.390802,0.4498898,34.28047,28178.94,False,0.4032745,3643.447,21,0,0,0,0
2,Pattern3,32,0.5584888,0.5826247,0.2230164,16.31421,34769.99,False,0.2205099,6179.19,23,0,0,0,0
3,Pattern5,64,0,111.3384,0.1113383,8,0,False,0.1113384,0,0,0,0,0,0
4,Pattern7,112,0.1688142,1.306229,0.1709211,12.35272,25629.43,False,0.1370037,3636.129,21,0,0,0,0
5,Pattern4,48,0.4055738,0.5436986,0.1744671,12.6181,23705.04,False,0.1438338,4315.146,22,0,0,0,0
6,Pattern8,128,0.434814,0.7483416,0.2524075,18.5818,21640.23,False,0.06321853,3759,21,0,0,0,0
7,Pattern9,144,0.4708296,0.9004012,0.2874404,21.49323,42978.09,True,0.0240289,6100.594,27,0,0,0,0
8,Pattern6,96,0.009549243,11.65941,0.1064812,7.648944,3239.406,False,0.1018745,529.0209,4,0,0,0,0
9,Pattern1,5,0.3477382,1.400505,0.4095491,30.94212,50867.78,False,0.3183056,6003.633,33,0,0,0,0
10,Pattern2,16,0.2252177,1.882337,0.3627843,27.03938,40199.7,False,0.3036737,4158.206,26,0,0,0,0
