TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.3041145,1.581855,0.5865071,47.74693,253018.8,False,0.6765907,23324.51,43,0,0,0,0
2,Pattern8,128,0.4827847,0.6739846,0.1763034,12.84776,101596.6,False,0.0555212,10128.64,40,0,0,0,0
3,Pattern2,16,0.3249918,1.30445,0.4052489,30.48602,41529.39,False,0.3567695,4342.848,42,0,0,0,0
4,Pattern5,64,0.6804348,0.1631659,0.173833,12.78643,17329.1,False,0.4233749,4746.691,44,0,0,0,0
5,Pattern6,96,0.510649,0.2180334,0.234391,17.29504,10356.6,False,0.3826223,1973.996,55,0,0,0,0
6,Pattern4,48,0.4495678,0.4908881,0.1830372,13.25776,18870.09,False,0.1567377,3353.836,31,0,0,0,0
7,Pattern7,112,0.2193805,1.005149,0.1858451,13.451,12618.08,False,0.1201495,2738.833,43,0,0,0,0
8,Pattern9,144,0.2826068,1.50009,0.3608627,26.92853,6760.314,False,0.2932708,1653.307,54,0,0,0,0
9,Pattern3,32,0.1594259,2.264968,0.392517,29.44066,31132.59,False,0.4653571,3170.566,26,0,0,0,0
10,Pattern10,155,0.5584989,0.8719968,0.2226645,16.75268,46052.68,True,0.03489559,5103.263,39,0,0,0,0
