TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.1588205,0.7010334,0.05899108,4.233233,25530.04,True,0.03797557,3255.024,14,0,0,0,0
2,Pattern7,112,0.3279338,0.6724222,0.1310703,9.463965,22452.87,False,0.104236,2327.542,47,0,0,0,0
3,Pattern10,155,0.4422885,1.101019,0.3590872,27.19341,14545.56,False,0.1328937,3323.079,37,0,0,0,0
4,Pattern3,32,0.2037927,1.596668,0.3283871,24.27336,11856.94,False,0.2809307,2555.24,32,0,0,0,0
5,Pattern1,5,0.574673,0.8474545,0.2046546,15.4473,111091.5,True,0.03489552,11020.11,25,0,0,0,0
6,Pattern8,128,0.5441361,0.5737866,0.186011,13.54237,48953.96,False,0.2205099,6446.759,41,0,0,0,0
7,Pattern4,48,0.3343762,0.6594666,0.1299771,9.405199,24956.48,True,0.04167101,4078.694,24,0,0,0,0
8,Pattern2,16,0.6074864,0.6978518,0.2894585,21.64478,31605.94,False,0.1113385,6459.335,30,0,0,0,0
9,Pattern9,144,0.6531392,0.6221589,0.1916285,14.13802,39164.71,False,0.08126857,7342.017,34,0,0,0,0
10,Pattern6,96,0.06161447,1.63286,0.05677215,4.071751,2374.5,True,0.03924463,587.5798,14,0,0,0,0
