TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.05894812,8.261659,0.4914721,37.91058,4664.089,False,0.532261,927.811,2,0,0,0,0
2,Pattern2,16,0.004006417,109.0599,0.437476,33.15091,110680.5,False,0.4347683,7557.444,0,0,0,0,0
3,Pattern10,155,0.5584887,0.8720127,0.2225509,16.86124,17290.01,True,0.03489559,4789.636,3,0,0,0,0
4,Pattern6,96,0.2514042,0.4428668,0.1015342,7.296931,15416.64,False,0.1389951,1717.14,3,0,0,0,0
5,Pattern3,32,0.09059477,3.591702,0.3189499,23.50172,9007.22,False,0.2417946,1919.827,2,0,0,0,0
6,Pattern7,112,0.3879319,0.5684244,0.2272874,16.55208,23049.17,False,0.2094529,4421.762,10,0,0,0,0
7,Pattern5,64,0.1123317,1.177848,0.1225883,8.820977,185351,False,0.08022115,12800.06,3,0,0,0,0
8,Pattern8,128,1.003327,0.3243105,0.3092232,23.12731,21134.41,False,0.2205099,6078.675,6,0,0,0,0
9,Pattern9,144,1.001027,0.4235007,0.3361685,24.98565,55463.02,False,0.1786552,10835.91,10,0,0,0,0
10,Pattern4,48,0.02789956,7.961744,0.2111813,15.30699,23176.86,False,0.195197,2015.997,2,0,0,0,0
