TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.2319035,0.9508693,0.2805449,20.54209,104188.7,False,0.2786653,7822.917,6,0,0,0,0
2,Pattern10,155,0.985534,0.4941577,0.6568733,56.78409,78528.21,False,0.5815668,8009.055,7,0,0,0,0
3,Pattern6,96,0.8745127,0.2148843,0.2559227,18.96358,26000.27,False,0.1477872,6575.821,6,0,0,0,0
4,Pattern7,112,0.757625,0.2910542,0.1941504,14.13653,171725.2,False,0.3253894,12356.8,6,0,0,0,0
5,Pattern2,16,0.7274343,0.5827818,0.101616,7.401968,118907.6,True,0.03662157,11165.79,7,0,0,0,0
6,Pattern1,5,0.6401173,0.7574386,0.2740949,20.47046,90655.31,True,0.03461,8466.794,6,0,0,0,0
7,Pattern3,32,0.4498603,0.7233121,0.4004385,30.3644,19827.49,False,0.6649392,4302.216,5,0,0,0,0
8,Pattern8,128,0,325.3894,0.3253896,24,0,False,0.3253894,0,0,0,0,0,0
9,Pattern5,64,0,111.3384,0.1113383,8,0,False,0.1113384,0,0,0,0,0,0
10,Pattern9,144,0,383.5522,0.3835481,28.6486,92489.89,False,0.3835522,3257.817,0,0,0,0,0
