TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.3290736,1.47994,0.2313974,16.87435,628898.1,False,0.1926074,54816.63,25,0,0,0,0
2,Pattern3,32,0.5403288,0.592467,0.1492456,10.76273,591544.9,False,0.2142648,52678.49,19,0,0,0,0
3,Pattern6,96,0.1171502,0.9584246,0.07185534,5.158142,7979.548,True,0.04792398,957.2507,31,0,0,0,0
4,Pattern5,64,0.1767677,0.6508291,0.07793225,5.593986,7720.595,False,0.06126286,1603.807,24,0,0,0,0
5,Pattern7,112,0.380702,0.5792193,0.1666943,12.04976,12570.63,False,0.1532135,2422.248,29,0,0,0,0
6,Pattern2,16,0.5477949,0.7572631,0.2166286,16.01124,30221.22,False,0.1113385,3640.697,32,0,0,0,0
7,Pattern8,128,0.2609088,1.224224,0.1938973,14.17747,13441.21,False,0.08304781,1568.995,30,0,0,0,0
8,Pattern10,155,0.554418,0.8725882,0.2362542,17.95651,32927.95,True,0.03489559,6751.151,19,0,0,0,0
9,Pattern4,48,0.2110066,1.045038,0.1242116,8.986875,8789.178,True,0.01378077,1715.716,37,0,0,0,0
10,Pattern9,144,0.5597796,0.7579938,0.2610669,19.41674,24826.41,False,0.1104791,4798.404,29,0,0,0,0
