Timestamp,TrialNumber,TargetShoulderPitch,TargetShoulderYaw,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualShoulderYaw,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ShoulderYawVel,ElbowVel,ShoulderPitchJerk,ShoulderYawJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20571,0,64.20571,0.942044,43.3828,3210.286,0,3210.286,160514.3,0,160514.3,0,0.942044,942.0439
0.02,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20573,0,0,0.942044,26.14892,-157304,0,-160514.3,8025715,0,8186229,0,0.942044,942.0439
0.0799767,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20573,3.924123E-06,0,0.942044,26.14892,2623822,6.542746E-05,2676277,4.637011E+07,0.001090881,4.729822E+07,0,0.942044,942.0439
0.100773,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20573,-3.924123E-06,0,0.942044,26.14892,-1.261646E+08,-0.003334804,-1.286901E+08,6.192855E+09,0.1635017,6.316813E+09,0,0.942044,942.0439
0.1090403,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20574,-7.848247E-06,0,0.942044,26.14893,1.526069E+10,0.4024234,1.556615E+10,1.86117E+12,49.0799,1.898424E+12,0,0.942044,942.0439
0.121353,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20576,-1.56965E-05,0,0.942044,26.14893,-1.239427E+12,-32.68488,-1.264236E+12,1.019019E+14,2687.25,1.039416E+14,0,0.942044,942.0439
0.1369782,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20577,-1.177238E-05,0,0.942044,26.14893,7.93223E+13,2091.805,8.091005E+13,5.155885E+15,135965.6,5.259087E+15,0,0.942044,942.0439
0.1508842,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-5.704178E+15,-150424.6,-5.818355E+15,4.158996E+17,1.096767E+07,4.242244E+17,0,0.942044,942.0439
0.1651315,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,4.00369E+17,1.055811E+07,4.08383E+17,2.850176E+19,7.516188E+08,2.907227E+19,0,0.942044,942.0439
0.1782526,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-3.051337E+19,-8.046668E+08,-3.112414E+19,2.356033E+21,6.213084E+10,2.403192E+21,0,0.942044,942.0439
0.1934217,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,2.011548E+21,5.304644E+10,2.051812E+21,1.346198E+23,3.550053E+12,1.373144E+23,0,0.942044,942.0439
0.2065716,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-1.529706E+23,-4.033981E+12,-1.560325E+23,1.17858E+25,3.108029E+14,1.202171E+25,0,0.942044,942.0439
0.2195774,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,1.176172E+25,3.101678E+14,1.199715E+25,9.16106E+26,2.415859E+16,9.344434E+26,0,0.942044,942.0439
0.2332325,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-8.613427E+26,-2.271443E+16,-8.785838E+26,6.39398E+28,1.686154E+18,6.521966E+28,0,0.942044,942.0439
0.2477571,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,5.930234E+28,1.563859E+18,6.048936E+28,4.142192E+30,1.092336E+20,4.225104E+30,0,0.942044,942.0439
0.2620764,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-4.141427E+30,-1.092134E+20,-4.224324E+30,2.933614E+32,7.73622E+21,2.992335E+32,0,0.942044,942.0439
0.274565,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,3.316166E+32,8.745048E+21,3.382544E+32,2.688516E+34,7.089875E+23,2.742331E+34,0,0.942044,942.0439
0.2894154,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-2.233048E+34,-5.888762E+23,-2.277746E+34,1.526026E+36,4.024277E+25,1.556572E+36,0,0.942044,942.0439
0.3030981,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,1.632023E+36,4.303801E+25,1.664691E+36,1.209084E+38,3.188471E+27,1.233286E+38,0,0.942044,942.0439
0.3179353,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-1.099954E+38,-2.900683E+27,-1.121971E+38,Infinity,1.984014E+29,Infinity,0,0.942044,942.0439
0.329643,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,2.477586E+29,Infinity,Infinity,2.140978E+31,Infinity,0,0.942044,942.0439
0.3430931,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-Infinity,-1.842057E+31,-Infinity,Infinity,1.38797E+33,Infinity,0,0.942044,942.0439
0.3576502,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,1.265401E+33,Infinity,Infinity,8.819215E+34,Infinity,0,0.942044,942.0439
0.3712205,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-Infinity,-9.324785E+34,-Infinity,Infinity,6.964713E+36,Infinity,0,0.942044,942.0439
0.3856515,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,6.461635E+36,Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.3995181,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4129464,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4262465,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4402612,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4538813,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4685089,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4829499,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.942044,26.14893,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
0.4961091,1,-3.481007,-4.508003,6.252015,0.382908,0.07607639,0.0136715,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.942044,26.14894,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,0,0.942044,942.0439
