Timestamp,TrialNumber,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20571,64.20571,0.7124128,34.13945,3210.286,3210.286,160514.3,160514.3,0,0.7124128,712.4128
0.02,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20573,0,0.7124128,66.24231,-157304,-160514.3,8025715,8186229,0,0.7124128,712.4128
0.0631076,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20573,0,0.7124128,66.24231,3650591,3723573,8.833465E+07,9.010214E+07,0,0.7124128,712.4128
0.0923407,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20573,0,0.7124128,66.24231,-1.248765E+08,-1.273752E+08,4.396628E+09,4.484601E+09,0,0.7124128,712.4128
0.1041816,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20574,0,0.7124128,66.24231,1.05462E+10,1.075722E+10,9.012051E+11,9.192375E+11,0,0.7124128,712.4128
0.1169458,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20576,0,0.7124128,66.24232,-8.262331E+11,-8.427653E+11,6.555674E+13,6.686847E+13,0,0.7124128,712.4128
0.1269183,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20577,0,0.7124128,66.24234,8.285115E+13,8.450893E+13,8.390813E+15,8.558706E+15,0,0.7124128,712.4128
0.1367809,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20578,0,0.7124128,66.24234,-8.400539E+15,-8.568626E+15,8.601576E+17,8.773686E+17,0,0.7124128,712.4128
0.1475196,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20579,0,0.7124128,66.24234,7.822678E+17,7.979203E+17,7.362794E+19,7.510117E+19,0,0.7124128,712.4128
0.1558052,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20578,0,0.7124128,66.24234,-9.441293E+19,-9.630205E+19,1.148924E+22,1.171912E+22,0,0.7124128,712.4128
0.1645534,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20579,0,0.7124128,66.24234,1.079227E+22,1.100821E+22,1.244448E+24,1.269349E+24,0,0.7124128,712.4128
0.1773006,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20578,0,0.7124128,66.24234,-8.466385E+23,-8.63579E+23,6.726424E+25,6.861014E+25,0,0.7124128,712.4128
0.1861188,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20579,0,0.7124128,66.24234,9.601035E+25,9.793144E+25,1.098376E+28,1.120354E+28,0,0.7124128,712.4128
0.1947176,1,61.74461,130.0235,0.4143,0.5834389,-0.08392265,0.412,0.823,0.587,64.20578,0,0.7124128,66.24234,-1.116555E+28,-1.138897E+28,1.309667E+30,1.335872E+30,0,0.7124128,712.4128
