Timestamp,TrialNumber,TargetShoulderPitch,TargetShoulderYaw,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualShoulderYaw,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ShoulderYawVel,ElbowVel,ShoulderPitchJerk,ShoulderYawJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20571,0,64.20571,0.9809963,52.55606,3210.286,0,3210.286,160514.3,0,160514.3,0,0.9809963,980.9962
0.02,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20573,0,0,0.9809963,73.95797,-157304,0,-160514.3,8025715,0,8186229,0,0.9809963,980.9962
0.0668834,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20573,3.924123E-06,0,0.9809963,73.95797,3356587,8.369963E-05,3423691,7.494957E+07,0.001785272,7.644934E+07,0,0.9809963,980.9962
0.0819746,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20573,-3.924123E-06,0,0.9809963,73.95797,-2.224159E+08,-0.005806281,-2.268667E+08,1.496054E+10,0.3902924,1.525991E+10,0,0.9809963,980.9962
0.0878612,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20574,-7.848247E-06,0,0.9809963,73.95798,3.778343E+10,0.9850224,3.853951E+10,6.456333E+12,168.3194,6.58553E+12,0,0.9809963,980.9962
0.0935489,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20576,-1.56965E-05,0,0.9809963,73.95798,-6.643006E+12,-173.1874,-6.77594E+12,1.174603E+15,30622.65,1.198108E+15,0,0.9809963,980.9962
0.0971706,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20577,-1.177238E-05,0,0.9809963,73.95798,1.834223E+15,47819.37,1.870928E+15,5.082879E+17,1.325139E+07,5.184593E+17,0,0.9809963,980.9962
0.1004868,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.9809963,73.95798,-5.531099E+17,-1.441993E+07,-5.641783E+17,1.673434E+20,4.362748E+09,1.706921E+20,0,0.9809963,980.9962
0.1041705,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.9809963,73.95799,1.501506E+20,3.914523E+09,1.531553E+20,4.091097E+22,1.066575E+12,4.172965E+22,0,0.9809963,980.9962
0.1072259,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.9809963,73.95798,-4.914271E+22,-1.281182E+12,-5.012611E+22,1.613303E+25,4.205984E+14,1.645587E+25,0,0.9809963,980.9962
0.1103211,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.9809963,73.95799,1.587707E+25,4.139254E+14,1.619479E+25,5.145456E+27,1.341453E+17,5.248422E+27,0,0.9809963,980.9962
0.1146906,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.9809963,73.95798,-3.633613E+27,-9.47306E+16,-3.706325E+27,8.352191E+29,2.177469E+19,8.519327E+29,0,0.9809963,980.9962
0.1184514,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20579,-1.177239E-05,0,0.9809963,73.95799,9.661808E+29,2.518895E+19,9.855152E+29,2.578745E+32,6.722953E+21,2.630349E+32,0,0.9809963,980.9962
0.1215756,1,-24.82561,-17.57493,115.2676,0.3599561,0.228524,-0.1916163,0.412,0.823,0.587,64.20578,-1.177239E-05,0,0.9809963,73.95798,-3.09257E+32,-8.062528E+21,-3.154456E+32,9.929684E+34,2.588732E+24,1.012839E+35,0,0.9809963,980.9962
