Timestamp,TrialNumber,TargetShoulderPitch,TargetShoulderYaw,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualShoulderYaw,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ShoulderYawVel,ElbowVel,ShoulderPitchJerk,ShoulderYawJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20571,0,64.20571,1.1706,26.6578,3210.286,0,3210.286,160514.3,0,160514.3,0,1.1706,1170.6
0.02,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20573,0,0,1.1706,28.62827,-157304,0,-160514.3,8025715,0,8186229,0,1.1706,1170.6
0.0795031,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20573,3.924123E-06,0,1.1706,28.62827,2644706,6.594821E-05,2697579,4.709015E+07,0.001108316,4.803267E+07,0,1.1706,1170.6
0.0975123,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20573,-3.924123E-06,0,1.1706,28.62828,-1.468495E+08,-0.003879813,-1.497889E+08,8.30099E+09,0.219097,8.467144E+09,0,1.1706,1170.6
0.102997,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20574,-7.848247E-06,0,1.1706,28.62828,2.67744E+10,0.7059575,2.731032E+10,4.908427E+12,129.4213,5.006675E+12,0,1.1706,1170.6
0.1126414,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20576,-1.56965E-05,0,1.1706,28.6283,-2.77616E+12,-73.20032,-2.831728E+12,2.906282E+14,7663.128,2.964455E+14,0,1.1706,1170.6
0.1176999,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20577,-1.177238E-05,0,1.1706,28.62829,5.488109E+14,14470.75,5.59796E+14,1.090416E+17,2875152,1.112242E+17,0,1.1706,1170.6
0.1234744,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-9.504043E+16,-2505975,-9.694277E+16,1.655368E+19,4.364786E+08,1.688502E+19,0,1.1706,1170.6
0.1279965,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.1706,28.62829,2.101688E+19,5.541618E+08,2.143756E+19,4.66861E+21,1.230994E+11,4.762057E+21,0,1.1706,1170.6
0.1326806,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-4.486855E+21,-1.18307E+11,-4.576665E+21,9.623774E+23,2.537545E+13,9.816406E+23,0,1.1706,1170.6
0.1374795,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.1706,28.62829,9.349758E+23,2.465294E+13,9.536905E+23,1.957663E+26,5.16186E+15,1.996848E+26,0,1.1706,1170.6
0.14223,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-1.968163E+26,-5.189547E+15,-2.007558E+26,4.162747E+28,1.097611E+18,4.246069E+28,0,1.1706,1170.6
0.1469921,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.1706,28.62829,4.132973E+28,1.08976E+18,4.215699E+28,8.720216E+30,2.2993E+20,8.894762E+30,0,1.1706,1170.6
0.1515245,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-9.118729E+30,-2.404378E+20,-9.301251E+30,2.021017E+33,5.32891E+22,2.06147E+33,0,1.1706,1170.6
0.1559353,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.1706,28.62829,2.067364E+33,5.451114E+22,2.108745E+33,4.707723E+35,1.241307E+25,4.801954E+35,0,1.1706,1170.6
0.1596487,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-5.567307E+35,-1.467958E+25,-5.678744E+35,1.504815E+38,3.967816E+27,1.534936E+38,0,1.1706,1170.6
0.1635962,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.1706,28.62829,1.410337E+38,3.718702E+27,1.438567E+38,Infinity,9.457584E+29,Infinity,0,1.1706,1170.6
0.1686978,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-Infinity,-7.289285E+29,-Infinity,Infinity,1.436113E+32,Infinity,0,1.1706,1170.6
0.17356,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.1706,28.62829,Infinity,1.499174E+32,Infinity,Infinity,3.098317E+34,Infinity,0,1.1706,1170.6
0.1776544,1,33.56008,20.18062,35.05856,0.4969491,0.1018774,-0.3311884,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.1706,28.62829,-Infinity,-3.661524E+34,-Infinity,Infinity,8.979376E+36,Infinity,0,1.1706,1170.6
