Timestamp,TrialNumber,TargetShoulderPitch,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ElbowVel,ShoulderPitchJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20571,64.20571,0.7081894,38.37343,3210.286,3210.286,160514.3,160514.3,0,0.7081894,708.1894
0.02,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20573,0,0.7081894,70.4763,-157304,-160514.3,8025715,8186229,0,0.7081894,708.1894
0.071257,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20573,0,0.7081894,70.4763,3070180,3131558,6.296669E+07,6.422679E+07,0,0.7081894,708.1894
0.0843707,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20573,0,0.7081894,70.4763,-2.341151E+08,-2.388005E+08,1.808683E+10,1.84488E+10,0,0.7081894,708.1894
0.0878784,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20574,0,0.7081894,70.4763,6.674322E+10,6.807894E+10,1.909437E+13,1.947651E+13,0,0.7081894,708.1894
0.0918709,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20576,0,0.7081894,70.4763,-1.671715E+13,-1.705171E+13,4.203856E+15,4.287987E+15,0,0.7081894,708.1894
0.0951868,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20577,0,0.7081894,70.47632,5.041513E+15,5.142407E+15,1.525447E+18,1.555975E+18,0,0.7081894,708.1894
0.0989766,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20578,0,0.7081894,70.47632,-1.330285E+18,-1.356907E+18,3.523474E+20,3.593988E+20,0,0.7081894,708.1894
0.1029832,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20579,0,0.7081894,70.47633,3.320233E+20,3.38668E+20,8.320111E+22,8.48662E+22,0,0.7081894,708.1894
0.1070107,1,-0.6731033,76.07375,0.4143,0.2912363,0.1192882,0.412,0.823,0.587,64.20578,0,0.7081894,70.47632,-8.243907E+22,-8.40889E+22,2.055148E+25,2.096277E+25,0,0.7081894,708.1894
