Timestamp,TrialNumber,TargetShoulderPitch,TargetShoulderYaw,TargetElbowAngle,TargetPosX,TargetPosY,TargetPosZ,ActualPosX,ActualPosY,ActualPosZ,ActualShoulderPitch,ActualShoulderYaw,ActualElbowAngle,PositionError,JointSpaceError,ShoulderPitchVel,ShoulderYawVel,ElbowVel,ShoulderPitchJerk,ShoulderYawJerk,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20571,0,64.20571,1.185759,19.03425,3210.286,0,3210.286,160514.3,0,160514.3,0,1.185759,1185.759
0.02,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20573,0,0,1.185759,35.17526,-157304,0,-160514.3,8025715,0,8186229,0,1.185759,1185.759
0.0873061,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20573,3.924123E-06,0,1.185759,35.17526,2338097,5.830264E-05,2384840,3.707541E+07,0.0008662311,3.781759E+07,0,1.185759,1185.759
0.1175878,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20573,-3.924123E-06,0,1.185759,35.17526,-7.720944E+07,-0.00205493,-7.875515E+07,2.626918E+09,0.06978578,2.679506E+09,0,1.185759,1185.759
0.1439656,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20574,-7.848247E-06,0,1.185759,35.17526,2.927064E+09,0.07760622,2.98566E+09,1.13894E+11,3.020007,1.16174E+11,0,1.185759,1185.759
0.2661979,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20576,-1.56965E-05,0,1.185759,35.17526,-2.394673E+10,-0.635036,-2.442611E+10,2.198583E+11,5.830228,2.242597E+11,0,1.185759,1185.759
0.3216997,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20577,-1.177238E-05,0,1.185759,35.17527,4.314586E+11,11.44151,4.400959E+11,8.205235E+12,217.5883,8.369494E+12,0,1.185759,1185.759
0.3788022,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-7.555861E+12,-200.3681,-7.707121E+12,1.398769E+14,3709.287,1.426771E+14,0,1.185759,1185.759
0.4046528,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,2.922896E+14,7751.002,2.981409E+14,1.159917E+16,307589.4,1.183137E+16,0,1.185759,1185.759
0.4294445,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-1.178982E+16,-312645.1,-1.202583E+16,4.873448E+17,1.292352E+07,4.971009E+17,0,1.185759,1185.759
0.4513119,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,5.391503E+17,1.429731E+07,5.499435E+17,2.519459E+19,6.681159E+08,2.569896E+19,0,1.185759,1185.759
0.4591216,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-6.903599E+19,-1.830712E+09,-7.0418E+19,8.90881E+21,2.362459E+11,9.087154E+21,0,1.185759,1185.759
0.4660536,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,9.959028E+21,2.640958E+11,1.01584E+22,1.446634E+24,3.836216E+13,1.475593E+24,0,1.185759,1185.759
0.4721078,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-1.644978E+24,-4.362192E+13,-1.677909E+24,2.733536E+26,7.248854E+15,2.788258E+26,0,1.185759,1185.759
0.4802687,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,2.015682E+26,5.345233E+15,2.056034E+26,2.490083E+28,6.603261E+17,2.539932E+28,0,1.185759,1185.759
0.4882443,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-2.527311E+28,-6.701983E+17,-2.577905E+28,3.194077E+30,8.470128E+19,3.258019E+30,0,1.185759,1185.759
0.495703,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,3.388408E+30,8.985458E+19,3.456239E+30,4.576777E+32,1.21368E+22,4.668399E+32,0,1.185759,1185.759
0.5043473,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-3.919817E+32,-1.039466E+22,-3.998288E+32,4.573767E+34,1.212882E+24,4.665329E+34,0,1.185759,1185.759
0.5115306,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,5.456848E+34,1.44706E+24,5.566087E+34,7.651144E+36,2.028948E+26,7.804311E+36,0,1.185759,1185.759
0.5488092,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-1.463802E+36,-3.881743E+25,-1.493105E+36,4.073034E+37,1.080097E+27,4.154572E+37,0,1.185759,1185.759
0.5564941,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,1.904776E+38,5.051131E+27,1.942908E+38,Infinity,6.623311E+29,Infinity,0,1.185759,1185.759
0.5628325,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-Infinity,-7.969094E+29,-Infinity,Infinity,1.265241E+32,Infinity,0,1.185759,1185.759
0.5690657,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,Infinity,1.278492E+32,Infinity,Infinity,2.063885E+34,Infinity,0,1.185759,1185.759
0.5746993,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-Infinity,-2.269404E+34,-Infinity,Infinity,4.051032E+36,Infinity,0,1.185759,1185.759
0.5804955,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20579,-1.177239E-05,0,1.185759,35.17528,Infinity,3.915331E+36,Infinity,Infinity,Infinity,Infinity,0,1.185759,1185.759
0.5864348,1,43.25603,28.26172,56.31435,0.4675252,0.1988918,-0.4196931,0.412,0.823,0.587,64.20578,-1.177239E-05,0,1.185759,35.17527,-Infinity,-Infinity,-Infinity,Infinity,Infinity,Infinity,0,1.185759,1185.759
