TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.2285732,0.6042186,0.1652724,11.93098,22582.99,True,0.03465656,2607.775,29,0,0,0,0
2,Pattern6,96,0.3677688,0.2657988,0.1259734,9.111566,17310.19,False,0.2673911,2911.07,62,0,0,0,0
3,Pattern10,155,0.5584997,0.8719955,0.2734045,20.65067,20672.8,True,0.03489559,3111.227,53,0,0,0,0
4,Pattern4,48,0.4446085,0.5100001,0.1662957,12.04755,48079.03,False,0.2103232,6223.828,39,0,0,0,0
5,Pattern2,16,0.1586313,2.67252,0.4364531,33.08937,8770.782,False,0.4003837,1950.259,32,0,0,0,0
6,Pattern9,144,0.5594866,0.75922,0.2569902,19.06871,38890.13,False,0.1113385,5134.775,42,0,0,0,0
7,Pattern3,32,0.2919536,1.270883,0.3964801,29.75972,25985.64,False,0.5097771,3409.059,45,0,0,0,0
8,Pattern8,128,0.4278683,0.7120916,0.1833144,13.33369,37013.41,False,0.1155952,3846.146,53,0,0,0,0
9,Pattern1,5,0.4562196,1.076896,0.6231438,52.25711,67791.96,False,0.6893895,8023.4,46,0,0,0,0
10,Pattern7,112,0.4173914,0.8268595,0.306035,22.58248,288641.9,False,0.2143406,27394.35,28,0,0,0,0
