TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.05804938,3.798661,0.2003522,14.50977,4289.484,False,0.1749728,820.7032,15,0,0,0,0
2,Pattern2,16,0.1771713,2.392799,0.4634458,35.47433,9840.617,False,0.4910912,1979.935,25,0,0,0,0
3,Pattern7,112,0.2295416,0.9013062,0.1152531,8.332965,20314.89,True,0.00193072,3454.609,15,0,0,0,0
4,Pattern10,155,0.4131938,1.174585,0.3199991,24.01724,21143.37,False,0.1079572,4063.641,26,0,0,0,0
5,Pattern1,5,0.5693625,0.8553589,0.3315151,24.93361,105616.6,False,0.2040307,11991.41,23,0,0,0,0
6,Pattern5,64,0.411744,0.2647386,0.1832031,13.33964,11983.65,False,0.2857594,3137.444,24,0,0,0,0
7,Pattern9,144,0.6641164,0.6383452,0.2799212,20.95375,29026.82,False,0.08066466,4690.523,33,0,0,0,0
8,Pattern8,128,0.0681843,4.768843,0.3329577,24.59815,15154.91,False,0.3071593,1892.472,14,0,0,0,0
9,Pattern6,96,0.3803259,0.2927451,0.1764303,12.81003,12752.3,False,0.2615438,2386.521,14,0,0,0,0
10,Pattern3,32,0.4425821,0.7224894,0.2003448,14.6756,12436.25,False,0.1258851,3410.892,25,0,0,0,0
