TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern6,96,0.451292,0.2467107,0.1614251,11.70754,19877.85,False,0.2860264,3674.805,5,0,0,0,0
2,Pattern5,64,0.003786636,1.419029,0.002605577,0.1866079,249966.8,True,0.001586748,17089.12,1,0,0,0,0
3,Pattern3,32,0.3592077,0.9058529,0.1841038,13.456,13658.77,True,0.02410371,4322.729,4,0,0,0,0
4,Pattern9,144,0.8670521,0.4955193,0.5984744,52.11539,28720.86,False,0.7608454,7881.775,5,0,0,0,0
5,Pattern1,5,0.558477,0.872031,0.3696744,28.22499,16829.47,True,0.03489552,3638.427,2,0,0,0,0
6,Pattern8,128,0.3421786,0.9509345,0.4506617,34.4446,16588.96,False,0.4927373,5296.145,6,0,0,0,0
7,Pattern7,112,0.6280106,0.3511246,0.2488146,18.21229,164456.7,False,0.3222962,12785.96,4,0,0,0,0
8,Pattern4,48,0.0906378,2.432869,0.2001256,14.49699,7591.207,False,0.1469935,1661.769,3,0,0,0,0
9,Pattern10,155,0.5584812,0.8720244,0.304966,23.14211,15894.68,True,0.03489559,3214.796,2,0,0,0,0
10,Pattern2,16,0.3769697,1.161891,0.2856036,21.05668,17334.28,False,0.08635557,4767.395,5,0,0,0,0
