TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.5584652,0.8720495,0.2376594,18.09851,27050.18,True,0.03489552,4983.053,15,0,0,0,0
2,Pattern4,48,0.2019239,1.092045,0.1342344,9.713272,28637.42,True,0.0214742,4095.836,15,0,0,0,0
3,Pattern8,128,0.07433121,4.377561,0.3444931,25.51297,11111.04,False,0.3497939,2193.946,10,0,0,0,0
4,Pattern6,96,0.5727214,0.1944026,0.2725112,20.34862,59247.5,False,0.4239355,9592.856,18,0,0,0,0
5,Pattern3,32,0.4637591,0.7016345,0.1808482,13.29181,35517.1,True,0.01580505,7742.265,16,0,0,0,0
6,Pattern9,144,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
7,Pattern2,16,0.1184188,3.579967,0.3682019,27.43377,12681.57,False,0.3516497,1978.474,10,0,0,0,0
8,Pattern7,112,0.2804851,0.7861736,0.2323169,16.90825,36698.79,False,0.2966028,6658.269,9,0,0,0,0
9,Pattern5,64,0.25805,0.4314608,0.1174554,8.447966,26921.94,False,0.1455385,3430.531,14,0,0,0,0
10,Pattern10,155,0.5584714,0.8720397,0.2802434,21.37181,19155.37,True,0.03489559,4795.808,18,0,0,0,0
