TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern9,144,0.5584978,0.759064,0.2236211,16.493,19408.51,False,0.1113385,3114.351,32,0,0,0,0
2,Pattern1,5,0.5852863,0.8320873,0.211687,16.10775,47715.23,True,0.03489552,8605.751,24,0,0,0,0
3,Pattern7,112,0.4142753,0.5322789,0.1531601,11.06708,16756.6,False,0.1894191,3287.626,41,0,0,0,0
4,Pattern2,16,0.6202275,0.6835161,0.2272604,16.90574,21595.08,False,0.1113385,3979.08,25,0,0,0,0
5,Pattern10,155,0.5584778,0.8720297,0.2076084,15.73518,19498.22,True,0.03489559,5591.335,21,0,0,0,0
6,Pattern4,48,0.3720148,0.6235145,0.1422007,10.26896,22717.42,False,0.1112712,3794.544,29,0,0,0,0
7,Pattern5,64,0.01954581,5.696281,0.1249131,8.983526,2919.994,False,0.1306589,462.6854,6,0,0,0,0
8,Pattern8,128,0.4499791,0.7132108,0.1770602,12.90945,60679.59,False,0.1193115,5636.217,24,0,0,0,0
9,Pattern6,96,0.0915283,1.216438,0.04702451,3.3738,8776.077,True,0.02017042,1331.783,9,0,0,0,0
10,Pattern3,32,0.1913893,1.700144,0.2284308,16.70551,54659.35,False,0.1429387,5767.343,13,0,0,0,0
