TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern9,144,0.2386856,1.784497,0.3171672,23.52545,18186.97,False,0.2193539,2558.796,30,0,0,0,0
2,Pattern5,64,0.04497567,2.475526,0.09277658,6.660812,1226.192,False,0.06647403,416.3629,24,0,0,0,0
3,Pattern4,48,0.2278621,0.967734,0.07533067,5.438656,3230.1,True,0.004460305,885.9745,40,0,0,0,0
4,Pattern3,32,0.1857823,1.751455,0.2490894,18.20655,4900.224,False,0.1446355,1038.285,29,0,0,0,0
5,Pattern8,128,0.1945114,1.672855,0.2757197,20.2358,19130.93,False,0.1458421,2823.842,22,0,0,0,0
6,Pattern7,112,0.5491844,0.3851954,0.1767421,12.8099,9624.406,False,0.3253894,2517.293,27,0,0,0,0
7,Pattern6,96,0.2419203,0.4602281,0.07624941,5.476791,10326.03,False,0.131091,2154.959,21,0,0,0,0
8,Pattern1,5,0.5584971,0.8719996,0.2435377,18.39081,10649.34,True,0.03489552,2055.151,39,0,0,0,0
9,Pattern10,155,0.00507485,92.20399,0.4702344,36.00071,656.6058,False,0.4720281,146.5658,4,0,0,0,0
10,Pattern2,16,0.3240956,1.300301,0.2826642,20.95822,4101.006,False,0.1193008,848.0935,54,0,0,0,0
