TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern3,32,0.5584828,0.5826309,0.2447553,17.92986,25601.33,False,0.220506,5515.426,18,0,0,0,0
2,Pattern7,112,0.55848,0.3948396,0.2442513,17.94805,960467.2,False,0.3253894,90540.27,14,0,0,0,0
3,Pattern6,96,0.2697223,0.4127896,0.09230876,6.634635,105742.7,False,0.1237014,9290.108,23,0,0,0,0
4,Pattern1,5,0.3609484,1.349249,0.3866102,29.14622,7882.243,False,0.1572772,1683.353,53,0,0,0,0
5,Pattern8,128,0.200998,1.817846,0.2467335,18.03336,96931.83,False,0.1992955,9640.309,30,0,0,0,0
6,Pattern5,64,0.0216358,5.145318,0.1075822,7.728789,2930.558,False,0.08985966,647.303,3,0,0,0,0
7,Pattern9,144,0.5441626,0.7790604,0.2056161,15.14113,12086.33,False,0.0990847,3664.225,27,0,0,0,0
8,Pattern2,16,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
9,Pattern4,48,0.2220065,0.9932591,0.1677971,12.15972,9133.355,True,0.001394109,1417.45,17,0,0,0,0
10,Pattern10,155,0.1430408,3.188819,0.3729873,27.85019,76570.84,False,0.3365782,7402.751,21,0,0,0,0
