TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.4218468,0.263931,0.1671753,12.1585,36280.54,False,0.3024422,4889.773,22,0,0,0,0
2,Pattern3,32,0.2997764,1.08544,0.1316023,9.623842,9001.575,True,0.0353118,1672.552,20,0,0,0,0
3,Pattern1,5,0.4868543,1.000318,0.2114336,15.89317,15367.05,True,0.03672723,2513.391,31,0,0,0,0
4,Pattern6,96,0.05202923,2.108856,0.07799806,5.597858,66193.29,False,0.05798884,5813.33,6,0,0,0,0
5,Pattern7,112,0.4019268,0.5486323,0.1656839,11.97707,29252.84,False,0.1770534,4122.149,18,0,0,0,0
6,Pattern2,16,0.1279864,3.312347,0.358726,26.69481,3419.717,False,0.3221368,910.4525,26,0,0,0,0
7,Pattern8,128,0.006349447,51.24689,0.3249733,23.96747,2735.898,False,0.3261432,373.5172,10,0,0,0,0
8,Pattern10,155,0.5584772,0.8720307,0.2989386,22.73881,35558.62,True,0.03489559,7170.714,23,0,0,0,0
9,Pattern9,144,0.004909802,86.34473,0.4276881,32.31743,8223.284,False,0.427785,687.2385,5,0,0,0,0
10,Pattern4,48,0.4846281,0.4550086,0.1919235,13.93305,21471.61,False,0.2566137,3913.922,41,0,0,0,0
