TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern4,48,0.5584531,0.3948584,0.2767249,20.32849,37437.13,False,0.3253894,4844.401,20,0,0,0,0
2,Pattern6,96,0.04260188,2.617107,0.08922483,6.40575,41504.07,False,0.06916935,3521.17,5,0,0,0,0
3,Pattern7,112,0.02395554,9.204968,0.2045083,14.81264,8202.937,False,0.197387,1247.545,4,0,0,0,0
4,Pattern8,128,0.302311,1.07634,0.1876875,13.74569,19001.49,True,0.0327806,3810.086,25,0,0,0,0
5,Pattern2,16,0.3730866,1.136292,0.3378527,25.2925,12956.35,False,0.1395635,3481.694,37,0,0,0,0
6,Pattern5,64,0.3043545,0.3658184,0.1498235,10.8115,23017.34,False,0.1908044,3674.265,17,0,0,0,0
7,Pattern10,155,0.5584956,0.8720018,0.2369411,17.91765,26552.82,True,0.03489559,5689.738,24,0,0,0,0
8,Pattern3,32,0.5584956,0.5826176,0.2297501,16.78665,13436.37,False,0.2205099,3527.143,28,0,0,0,0
9,Pattern1,5,0.5584943,0.8720039,0.2094375,15.83213,33042.4,True,0.03489552,5209.155,28,0,0,0,0
10,Pattern9,144,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
