TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern3,32,0.0769242,4.23,0.2890294,21.19701,7376.158,False,0.2537207,1428.637,10,0,0,0,0
2,Pattern5,64,0.4218415,0.2639343,0.1450652,10.46317,14075.62,False,0.1834476,3705.634,30,0,0,0,0
3,Pattern2,16,0.6893837,0.6149485,0.190051,14.14609,44929.24,False,0.08884637,6983.889,25,0,0,0,0
4,Pattern9,144,0.09568897,4.430349,0.4116931,30.98635,9398.626,False,0.3359793,1799.533,7,0,0,0,0
5,Pattern4,48,0.3770293,0.5848615,0.1390493,10.10413,22203.6,True,0.04148795,3897.323,20,0,0,0,0
6,Pattern7,112,0.1396182,1.579378,0.1937373,14.0311,15205.39,False,0.1445373,3267.398,10,0,0,0,0
7,Pattern8,128,0.5266209,0.603894,0.3152768,23.25749,37093.79,False,0.1088057,5777.692,16,0,0,0,0
8,Pattern6,96,0.1400548,0.7949644,0.1491128,10.75572,11529.43,False,0.2316354,2664.849,13,0,0,0,0
9,Pattern1,5,0.593872,0.8600904,0.330153,25.34597,80190.05,True,0.03489552,8154.229,18,0,0,0,0
10,Pattern10,155,0.8625368,0.5646242,0.5638569,45.88065,19534.7,False,0.5376207,5326.203,38,0,0,0,0
