TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.5850804,0.8512968,0.2759775,21.06409,121613.4,True,0.02410619,9735.494,41,0,0,0,0
2,Pattern5,64,0.192931,0.5770893,0.08129381,5.834674,13557.5,False,0.08105414,1661.052,24,0,0,0,0
3,Pattern9,144,0.3640996,1.16434,0.2442494,18.19304,17697.61,False,0.09051414,3285.333,23,0,0,0,0
4,Pattern6,96,0.04706211,2.365779,0.09933193,7.133008,5266.844,False,0.09457571,725.5937,15,0,0,0,0
5,Pattern1,5,0.3611642,1.345725,0.3551146,26.80886,60221.48,False,0.1611706,4887.632,39,0,0,0,0
6,Pattern7,112,0.0956481,2.30543,0.1602336,11.57153,5668.768,False,0.1274482,941.5968,18,0,0,0,0
7,Pattern8,128,0.1791058,1.87975,0.2418635,17.68547,34849.26,False,0.1766211,3597.022,27,0,0,0,0
8,Pattern4,48,0.01999226,1.008355,0.02963579,2.123118,160479.6,True,0.04013683,13372.57,11,0,0,0,0
9,Pattern2,16,0.3138674,1.350684,0.2889643,21.42314,25446.96,False,0.132358,2945.146,38,0,0,0,0
10,Pattern3,32,0.1710469,1.897184,0.2458274,17.98027,6181.1,False,0.1609025,1273.988,22,0,0,0,0
