TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern10,155,0.1297077,3.885656,0.5522867,43.7185,0,False,0.5980176,0,76,0,0,0,0
2,Pattern2,16,0.1290554,3.141676,0.3479408,25.81075,0,False,0.2888057,0,76,0,0,0,0
3,Pattern5,64,0.1293478,0.6953588,0.0372126,2.667599,0,True,0.03994853,0,79,0,0,0,0
4,Pattern3,32,0.1290371,2.367708,0.2444134,17.80927,0,False,0.1819846,0,77,0,0,0,0
5,Pattern8,128,0.129537,2.664494,0.4023848,30.23381,0,False,0.4574902,0,78,0,0,0,0
6,Pattern1,5,0.1292884,3.629395,0.4148989,31.27784,0,False,0.3582849,0,77,0,0,0,0
7,Pattern6,96,0.1290179,1.033397,0.1969608,14.26849,0,False,0.2588414,0,79,0,0,0,0
8,Pattern9,144,0.1291503,3.424049,0.494208,38.20174,0,False,0.5440839,0,81,0,0,0,0
9,Pattern4,48,0.1298908,1.532194,0.1200164,8.635482,0,False,0.07093766,0,177,0,0,0,0
10,Pattern7,112,0.1292595,1.86652,0.3024783,22.24174,0,False,0.3611452,0,243,0,0,0,0
