TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.1277051,1.726712,0.1907694,13.80265,9297.064,False,0.199257,1704.131,46,0,0,0,0
2,Pattern6,96,0.3984433,0.2794338,0.1724114,12.53298,41680.2,False,0.2775622,4441.308,35,0,0,0,0
3,Pattern10,155,0.2457068,1.982075,0.3876655,29.22626,39745.63,False,0.2919665,4719.144,40,0,0,0,0
4,Pattern3,32,0.268726,1.210859,0.2323566,17.03237,26058.4,False,0.08083391,3253.937,52,0,0,0,0
5,Pattern5,64,0.5557032,0.2001836,0.2726505,20.73621,61960.36,False,0.5343122,7470.021,59,0,0,0,0
6,Pattern2,16,0.447563,0.9457203,0.5569111,45.90427,42053.14,False,0.7150323,4689.235,38,0,0,0,0
7,Pattern1,5,0.2700887,1.856023,0.433649,33.0207,93123.9,False,0.2654927,9500.129,53,0,0,0,0
8,Pattern4,48,0.06764528,3.177897,0.18837,13.62325,29340.81,False,0.176701,4834.553,45,0,0,0,0
9,Pattern8,128,0.05010046,6.527539,0.315083,23.2021,199571.2,False,0.2806983,12796.15,48,0,0,0,0
10,Pattern9,144,0,423.9355,0.4239391,32,0,False,0.4239355,0,0,0,0,0,0
