TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.1118921,3.78879,0.3857629,28.8764,7444.304,False,0.3476903,1611.265,15,0,0,0,0
2,Pattern5,64,0.2834994,0.392729,0.1085735,7.807865,9349.769,False,0.1435475,2241.091,20,0,0,0,0
3,Pattern10,155,0.5551962,0.8424484,0.2824185,21.39816,43043.09,True,0.03489559,5928.766,21,0,0,0,0
4,Pattern1,5,0.5651633,0.8617142,0.3393965,25.73236,13351.76,True,0.03489552,3639.377,30,0,0,0,0
5,Pattern8,128,0.4461282,0.729363,0.2406871,17.65558,8850.743,False,0.1060554,2547.24,41,0,0,0,0
6,Pattern3,32,0.2017654,1.612712,0.339009,25.08142,13428.9,False,0.3424508,2901.45,16,0,0,0,0
7,Pattern7,112,0.3955353,0.5761809,0.1373873,9.950566,10447.7,True,0.01078243,2937.066,37,0,0,0,0
8,Pattern6,96,0.3047399,0.365356,0.09964064,7.163505,8245.294,False,0.1714842,1719.023,33,0,0,0,0
9,Pattern9,144,0.2146464,1.975399,0.4127659,31.08489,12046.79,False,0.3461887,2148.539,37,0,0,0,0
10,Pattern4,48,0.1384155,1.586097,0.1907264,13.81531,4891.123,False,0.09920719,1253.597,24,0,0,0,0
