TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern8,128,0.005079339,64.06137,0.3299743,24.35987,45141.68,False,0.330023,4329.36,1,0,0,0,0
2,Pattern1,5,0.3858318,1.262232,0.5472751,43.59647,26012.79,False,0.6804327,6317.329,26,0,0,0,0
3,Pattern10,155,0.5584837,0.8720205,0.2538229,19.25994,22471.77,True,0.03489559,5713.078,22,0,0,0,0
4,Pattern7,112,0.4577897,0.4816839,0.1437985,10.3912,41293.67,False,0.07141713,5487.29,27,0,0,0,0
5,Pattern2,16,0.3465142,1.223661,0.5682804,45.3618,826729.3,False,0.6024576,78546.62,15,0,0,0,0
6,Pattern9,144,0.5584735,0.759097,0.3309743,24.71511,41757.91,False,0.1113385,8169.259,24,0,0,0,0
7,Pattern6,96,0.5580073,0.1995288,0.1714051,12.4823,176451.3,False,0.354378,15269.82,20,0,0,0,0
8,Pattern5,64,0.3732975,0.299914,0.3820946,28.65039,170783.5,False,0.4563509,14494.42,26,0,0,0,0
9,Pattern3,32,0.6150617,0.5290353,0.248509,18.19029,51502.25,False,0.2205099,6519.228,27,0,0,0,0
10,Pattern4,48,0.2613357,0.8602414,0.1430267,10.33924,24044.75,False,0.05807628,4108.323,25,0,0,0,0
