TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern1,5,0.2431826,2.002648,0.4520337,34.43839,20943.02,False,0.4627059,3416.375,29,0,0,0,0
2,Pattern4,48,0.4980997,0.3249251,0.2585568,18.93928,640102.3,False,0.3253894,56721.85,28,0,0,0,0
3,Pattern5,64,0.6795676,0.2059769,0.1463665,10.5954,416151,False,0.06118952,35412.44,57,0,0,0,0
4,Pattern7,112,0.5305002,0.358995,0.2020664,14.71285,18240.78,False,0.3253894,3373.262,30,0,0,0,0
5,Pattern8,128,0.5942991,0.5411344,0.1811197,13.15179,26445.53,False,0.2205099,3339.136,49,0,0,0,0
6,Pattern3,32,0.5708078,0.5897303,0.2317369,16.8834,39539.13,False,0.2205099,4858.267,30,0,0,0,0
7,Pattern2,16,0.5668159,0.7479244,0.3486007,26.20355,17505.55,False,0.1113385,3245.162,26,0,0,0,0
8,Pattern6,96,0.230698,0.5920642,0.07608321,5.464431,67591.12,False,0.09466077,6569.407,48,0,0,0,0
9,Pattern10,155,0.01021302,47.40683,0.4773088,36.62951,6461.832,False,0.4758819,553.5955,4,0,0,0,0
10,Pattern9,144,0.5593605,0.7565884,0.5907733,50.46263,6126.635,False,0.7608454,1204.925,34,0,0,0,0
