Timestamp,TargetElbowAngle,TargetPosX,TargetPosZ,ActualPosX,ActualPosZ,ActualElbowAngle,PositionError,JointSpaceError,ElbowVel,ElbowJerk,PathLength,OptimalPathLength,PathEfficiency
0.01501465,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,-5350.841,0,0,0.1137085,113.7085
0.02893066,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.04190063,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.05654907,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.06974792,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.08381653,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.09863281,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.1127777,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.1260376,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.1438446,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.1555328,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.166687,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.1786499,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.1955566,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2082825,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2221222,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2356262,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2506409,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2640228,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2774658,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.2923584,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3057556,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3200226,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3337555,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3477783,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3607025,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3756409,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.3899078,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4116821,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4366455,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4447174,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4565887,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4726715,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4851379,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.4995422,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5137939,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5279541,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5400848,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5546265,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5681152,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5818939,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.5960236,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.612793,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.6244354,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.6369476,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.6508026,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
0.6643524,96,-0.1588089,0.2031887,-0.1545005,0.3168155,79.65713,0.1137085,8.171436,0,0,0,0.1137085,113.7085
