TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern7,112,0.09505463,2.319824,0.2939662,21.56359,35713.39,False,0.3097287,3975.104,11,0,0,0,0
2,Pattern5,64,0.07501441,1.484227,0.07068668,5.07451,16780.92,True,0.03667349,2105.577,8,0,0,0,0
3,Pattern6,96,0.23024,0.4835761,0.2156142,15.75855,24817.74,False,0.3124804,4060.373,14,0,0,0,0
4,Pattern9,144,0.5584666,0.7591063,0.2244827,16.65715,22206.19,False,0.1113385,6229.233,13,0,0,0,0
5,Pattern8,128,0.2065743,1.575169,0.3929418,29.65117,11935.2,False,0.5012279,2416.81,14,0,0,0,0
6,Pattern1,5,0.5584704,0.8720413,0.2410946,18.34422,19864.72,True,0.03489552,4399.271,14,0,0,0,0
7,Pattern3,32,0.5145773,0.6323431,0.202904,14.7722,33528.44,False,0.1779876,6375.502,22,0,0,0,0
8,Pattern10,155,0.7131147,0.6829326,0.5184794,41.09057,20940.06,False,0.3904255,6595.961,25,0,0,0,0
9,Pattern2,16,0,423.9355,0.4239351,32,0,False,0.4239355,0,0,0,0,0,0
10,Pattern4,48,0.5584721,0.394845,0.2473424,18.08381,28278.51,False,0.3253894,6164.276,24,0,0,0,0
