TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern2,16,0.4502921,0.9414171,0.2526664,18.6548,17450.65,False,0.1713926,4425.854,19,0,0,0,0
2,Pattern7,112,0.2698164,0.8172594,0.1040729,7.538467,8342.47,True,0.03228915,2111.207,26,0,0,0,0
3,Pattern5,64,0.04120326,2.702176,0.1397543,10.06263,4518.746,False,0.1481908,815.7356,13,0,0,0,0
4,Pattern4,48,0.5584931,0.3948302,0.2580998,18.93548,9691.828,False,0.3253894,3071.407,19,0,0,0,0
5,Pattern3,32,0.1277258,2.547562,0.2389831,17.42502,10751.18,False,0.2050619,1974.321,7,0,0,0,0
6,Pattern1,5,0.5584903,0.8720102,0.2028321,15.34347,25345.27,True,0.03489552,6821.817,22,0,0,0,0
7,Pattern8,128,0.07170493,4.537895,0.307831,22.63584,5463.743,False,0.3043073,924.8494,11,0,0,0,0
8,Pattern9,144,0.3102145,1.45895,0.3612663,27.18845,78662.35,False,0.1981335,7869.434,24,0,0,0,0
9,Pattern6,96,0.1430938,0.7780811,0.05765097,4.138943,18388.8,True,0.02303812,2742.203,12,0,0,0,0
10,Pattern10,155,0.7244984,0.6722019,0.2891494,22.17982,34515.3,True,0.03489559,5881.727,20,0,0,0,0
