TrialNumber,PatternName,TargetJoint2,PathLength,PathEfficiency,AveragePositionError,AverageJointSpaceError,PeakJerk,TaskSuccess,FinalDistance,MovementSmoothness,NumberOfSubmovements,FBActivationRate,MovementDuringFB,AverageFBIntensity,FinalFBVibrator
1,Pattern5,64,0.02383122,4.537128,0.1067713,7.669938,1987.071,False,0.08424557,393.0171,7,0,0,0,0
2,Pattern10,155,0.2848428,1.709747,0.3678831,27.71283,49219.71,False,0.2442226,4383.367,35,0,0,0,0
3,Pattern8,128,0.5764931,0.5668294,0.2577934,18.90419,44220.15,False,0.2073411,5081.194,46,0,0,0,0
4,Pattern1,5,0.3211877,1.516276,0.3664129,27.64517,11508.04,False,0.2001589,1637.504,52,0,0,0,0
5,Pattern4,48,0.09676041,2.278927,0.1576733,11.38066,16784.02,False,0.127777,1750.406,24,0,0,0,0
6,Pattern2,16,0.5264429,0.8048767,0.2200203,16.38895,27960.81,False,0.07977904,4003.139,49,0,0,0,0
7,Pattern9,144,0.3366641,1.259224,0.3033958,22.56891,21402.93,False,0.1160874,2764.396,49,0,0,0,0
8,Pattern3,32,0.4866229,0.667032,0.2068015,15.10396,21684.49,False,0.1514783,3099.328,46,0,0,0,0
9,Pattern7,112,0.09307785,2.369092,0.2169428,15.73664,8991.362,False,0.2308911,1011.251,42,0,0,0,0
10,Pattern6,96,0.2834921,0.4085279,0.1205939,8.677052,20525.29,False,0.1593421,2673.966,22,0,0,0,0
